speed	lag_time	time_points
ENSMUSG00000018882	0.381538461538462	8.52721774193548	3
ENSMUSG00000038485	0.749698485071334	7.25195205210704	4
ENSMUSG00000038453	1.296	21.5856481481482	2
ENSMUSG00000018541	0.5902	0	1
ENSMUSG00000017417	0.38486	0	1
ENSMUSG00000020882	0.36499	0	2
ENSMUSG00000018167	0.72	12.4541666666667	2
ENSMUSG00000062312	0.493359223300971	3.90245198362719	3
ENSMUSG00000017221	0.0094	0	1
ENSMUSG00000017210	0.56	14.9392857142857	2
ENSMUSG00000058756	0.45289	0	2
ENSMUSG00000078676	0.94192	0	1
ENSMUSG00000038020	0.30432	0	1
ENSMUSG00000038013	0.888	17.6092342342342	2
ENSMUSG00000037992	0.34332	0	1
ENSMUSG00000017493	0.43028	0	1
ENSMUSG00000017607	0.507566666666667	0	3
ENSMUSG00000017176	0.259	4.97104247104248	3
ENSMUSG00000006782	0.00776	0	1
ENSMUSG00000017830	0.0574	0	1
ENSMUSG00000004044	0.04	0	1
ENSMUSG00000019302	1.00012814645309	10.086778353346	3
ENSMUSG00000035198	0.0126	0	1
ENSMUSG00000045007	0.05176	0	1
ENSMUSG00000006920	0.528000000000001	2.15530303030312	2
ENSMUSG00000001240	0.35438	0	2
ENSMUSG00000035086	0.20855	0	2
ENSMUSG00000097239	0.3996	0	1
ENSMUSG00000075528	0.00056	0	1
ENSMUSG00000097487	0.416	0	1
ENSMUSG00000034993	0.00232	0	1
ENSMUSG00000017146	0.656	9.52134146341465	2
ENSMUSG00000017119	0.47408	0	1
ENSMUSG00000034931	1.112	20.6097122302158	2
ENSMUSG00000052373	0.525144722524483	5.12996054769089	4
ENSMUSG00000020922	0.4259	0	1
ENSMUSG00000008855	0.752	18.3976063829788	2
ENSMUSG00000034768	0.128565815324165	11.4578239608802	4
ENSMUSG00000006575	0.39188	0	2
ENSMUSG00000034685	0.292	0	2
ENSMUSG00000034621	1.728	13.1996527777778	2
ENSMUSG00000020925	0.38324	0	1
ENSMUSG00000020929	0.88	11.1545454545455	2
ENSMUSG00000045532	0.256	7.47265625000001	2
ENSMUSG00000020935	0.24596	0	2
ENSMUSG00000020940	0.224	0	1
ENSMUSG00000034187	1.736	17.1342165898618	2
ENSMUSG00000018412	0.5858	0	2
ENSMUSG00000020694	0.03188	0	1
ENSMUSG00000001983	1.6982	0	2
ENSMUSG00000020700	1.472	7.48097826086958	2
ENSMUSG00000078622	0.26972	0	1
ENSMUSG00000020715	1.872	8.94711538461539	2
ENSMUSG00000040548	0.587073985680191	6.19057337062573	3
ENSMUSG00000018363	2.608	16.444018404908	2
ENSMUSG00000040481	0.62904	0	1
ENSMUSG00000018433	0.3192	0	1
ENSMUSG00000040430	2.76	21.7036231884058	2
ENSMUSG00000020721	0.26684	0	1
ENSMUSG00000020610	0.306566844919786	4.74105149316215	3
ENSMUSG00000041895	0.782035087719298	6.66128260349365	3
ENSMUSG00000020612	0.496	0	1
ENSMUSG00000051043	0.00196	0	1
ENSMUSG00000020733	0.2758	0	2
ENSMUSG00000015542	0.232	0	2
ENSMUSG00000045980	0.928	11.2995689655173	2
ENSMUSG00000044788	0.31756	0	3
ENSMUSG00000050910	0.279858989424207	2.54142173328854	3
ENSMUSG00000018858	0.20947	0	2
ENSMUSG00000057219	0.30268	0	1
ENSMUSG00000059923	1.616	12.8737623762376	2
ENSMUSG00000020747	0.856	12.6542056074766	2
ENSMUSG00000020781	0.19231	0	2
ENSMUSG00000016559	0.15418	0	3
ENSMUSG00000020777	0.63132	0	2
ENSMUSG00000020802	1.09116723549488	9.00477096053113	3
ENSMUSG00000057286	0.37646	0	3
ENSMUSG00000020814	0.48735	0	2
ENSMUSG00000043857	0.788303432688233	8.67878610852268	4
ENSMUSG00000059248	1.59556923076923	8.14595546641982	3
ENSMUSG00000025571	1.888	15.3008474576271	2
ENSMUSG00000048277	0.13599	0	2
ENSMUSG00000093485	0.13599	0	2
ENSMUSG00000017713	0.2144	0	1
ENSMUSG00000017715	0.02036	0	1
ENSMUSG00000076433	0.42497	0	2
ENSMUSG00000025577	0.232	0	1
ENSMUSG00000039976	0.34494	0	2
ENSMUSG00000039908	1.152	9.33680555555555	2
ENSMUSG00000070327	0.33204	0	1
ENSMUSG00000039781	0.388329411764706	5.03211342704798	4
ENSMUSG00000061306	1.208	15.6084437086093	2
ENSMUSG00000049957	0.19544	0	1
ENSMUSG00000025793	0.14264	0	1
ENSMUSG00000025140	0.176	1.31818181818179	2
ENSMUSG00000025142	0.832	11.7451923076923	2
ENSMUSG00000000056	0.38644	0	2
ENSMUSG00000039253	0.412	0	2
ENSMUSG00000046605	1.144	8.08391608391605	2
ENSMUSG00000020671	1.24336	0	1
ENSMUSG00000020668	0.688261343012704	6.88491741203273	3
ENSMUSG00000037486	0.25376	0	1
ENSMUSG00000020661	0.176	0	1
ENSMUSG00000020657	0.824	11.617718446602	2
ENSMUSG00000050545	0.45328	0	1
ENSMUSG00000037361	0.36772	0	1
ENSMUSG00000052812	2.584	15.5584365325077	2
ENSMUSG00000066643	0.84927	0	2
ENSMUSG00000020622	0.02	0	1
ENSMUSG00000051235	0.35088	0	1
ENSMUSG00000020608	0.7726	0	1
ENSMUSG00000057469	0.464	6.38793103448273	2
ENSMUSG00000020580	2.336	15.4011130136986	2
ENSMUSG00000045679	0.016	0	1
ENSMUSG00000071379	2.704	16.0551035502959	2
ENSMUSG00000073197	0.42104	0	1
ENSMUSG00000052632	2.544	13.9728773584905	2
ENSMUSG00000062352	0.55344	0	1
ENSMUSG00000059669	1.832	17.8930131004367	2
ENSMUSG00000020656	0.64932	0	3
ENSMUSG00000020653	0.024	0	2
ENSMUSG00000020646	2.05115695067265	11.4846132992864	3
ENSMUSG00000036333	0.848	7.46580188679245	2
ENSMUSG00000020642	2.56496256684492	11.6790820212601	3
ENSMUSG00000020630	0.39996	0	1
ENSMUSG00000020674	1.61380169971671	10.1856068053195	3
ENSMUSG00000020664	0.62544	0	1
ENSMUSG00000020650	0.935015772870663	7.45681511470985	4
ENSMUSG00000020648	0.464	6.03448275862069	2
ENSMUSG00000035933	2.81227969671441	13.7822319733891	3
ENSMUSG00000020570	0.652	0	2
ENSMUSG00000020561	0.39108	0	1
ENSMUSG00000020577	1.968	11.3318089430894	2
ENSMUSG00000020547	1.68	15.7	2
ENSMUSG00000036188	0.64308	0	1
ENSMUSG00000035983	0.0886	0	1
ENSMUSG00000020954	1.02852	0	1
ENSMUSG00000035181	2.144	15.8955223880597	2
ENSMUSG00000035133	0.42248	0	1
ENSMUSG00000044408	0.29484	0	1
ENSMUSG00000035021	2	9.59999999999999	2
ENSMUSG00000062198	0.56436	0	1
ENSMUSG00000021023	1.952	11.577868852459	2
ENSMUSG00000012076	0.9534	0	1
ENSMUSG00000021028	0.51572	0	1
ENSMUSG00000020986	1.07232	0	1
ENSMUSG00000020993	0.6104	0	1
ENSMUSG00000021000	1.48573722953379	9.50819105300456	4
ENSMUSG00000047227	0.2312	0	1
ENSMUSG00000020948	0.3788	0	1
ENSMUSG00000047534	0.68012	0	1
ENSMUSG00000034883	0.31406	0	3
ENSMUSG00000020974	0.64	3.7671875	2
ENSMUSG00000020978	0.1224	0	1
ENSMUSG00000020988	0.28292	0	1
ENSMUSG00000034761	1.87339597315436	10.8404111257595	3
ENSMUSG00000021067	0.64004	0	1
ENSMUSG00000021072	0.848	8.36556603773585	2
ENSMUSG00000048285	1.66822641509434	8.85347674629027	3
ENSMUSG00000021076	0.602724511930586	3.59832431187375	3
ENSMUSG00000021098	0.952000000000001	9.45378151260504	2
ENSMUSG00000021109	0.816	0	2
ENSMUSG00000021113	0.603675675675676	6.07866224928367	3
ENSMUSG00000021051	2.664	15.9162912912913	2
ENSMUSG00000090258	0.34926	0	1
ENSMUSG00000021062	0.551052132701422	2.3567410898583	3
ENSMUSG00000021112	2.09159445983379	11.5147425601166	3
ENSMUSG00000021114	0.0074	0	1
ENSMUSG00000021120	0.62676	0	1
ENSMUSG00000066441	0.504615384615385	8.35365853658536	3
ENSMUSG00000059060	2.85081761006289	14.9777547358513	3
ENSMUSG00000032705	0.676946666666667	0	3
ENSMUSG00000048833	0.90344	0	1
ENSMUSG00000066438	0.519066427289049	7.74488101826232	3
ENSMUSG00000021136	2.07586	0	1
ENSMUSG00000090935	0.8973	0	2
ENSMUSG00000042724	1.744	20.2012614678899	2
ENSMUSG00000021140	2.0610900951315	8.67378924882058	3
ENSMUSG00000021224	2.688	15.4267113095238	2
ENSMUSG00000042507	0.2144	0	2
ENSMUSG00000072946	0.73107	0	2
ENSMUSG00000021235	0.04	0	1
ENSMUSG00000021238	0.28392	0	1
ENSMUSG00000085793	0.60372	0	1
ENSMUSG00000021240	0.4346	0	1
ENSMUSG00000042350	1.27539416745061	14.2439597741166	3
ENSMUSG00000021244	1.504	13.5106382978723	2
ENSMUSG00000042320	0.0984	0	1
ENSMUSG00000019235	0.176	0	2
ENSMUSG00000004788	0.2048	0	1
ENSMUSG00000034271	0.643672131147541	10.9959250203749	3
ENSMUSG00000007867	1.60019783616692	15.0600775792792	3
ENSMUSG00000021254	1.072	4.00093283582081	2
ENSMUSG00000021256	0.288585	0	4
ENSMUSG00000021257	0.752	15.8789893617021	2
ENSMUSG00000034111	1.07312	0	1
ENSMUSG00000021038	0.2948	0	1
ENSMUSG00000021036	1.552	11.6275773195876	2
ENSMUSG00000021044	1.44819077901431	8.74095082730276	3
ENSMUSG00000020964	0.846198100407056	6.68650905639079	3
ENSMUSG00000021007	0.913438332929489	6.32693115742115	4
ENSMUSG00000021009	1.72673997028232	17.5432219024934	3
ENSMUSG00000021012	0.637064220183486	8.46394489247312	3
ENSMUSG00000051166	2.072	11.5429536679536	2
ENSMUSG00000021177	1.256	19.2006369426752	2
ENSMUSG00000021179	0.36356	0	2
ENSMUSG00000021180	2.90899447513812	11.258875121551	3
ENSMUSG00000021182	0.42328	0	1
ENSMUSG00000021189	0.965611374407583	9.92669722789382	3
ENSMUSG00000021203	0.18552	0	1
ENSMUSG00000079014	0.419093333333333	0	3
ENSMUSG00000021097	1.93491045967834	9.11918393525811	4
ENSMUSG00000021115	0.43752	0	1
ENSMUSG00000056770	1.872	16.3926282051282	2
ENSMUSG00000084883	0.80248	0	2
ENSMUSG00000040877	0.888	16.5213963963964	2
ENSMUSG00000018707	0.26996	0	1
ENSMUSG00000037957	1.48	10.502027027027	2
ENSMUSG00000021275	0.97611	0	2
ENSMUSG00000037904	0.152	10.5263157894737	2
ENSMUSG00000037896	2.008	14.3177290836653	2
ENSMUSG00000021277	1.74744780463115	9.3157177221276	4
ENSMUSG00000021279	1.792	15.7829241071429	2
ENSMUSG00000007411	0.74764	0	1
ENSMUSG00000037686	0.36	0	2
ENSMUSG00000021294	0.663999999999999	3.62499999999998	2
ENSMUSG00000037679	0.351682119205298	3.38580897860801	3
ENSMUSG00000037594	0.0932090545938748	9.71428571428572	4
ENSMUSG00000002799	0.01388	0	1
ENSMUSG00000002804	0.30068	0	1
ENSMUSG00000011158	0.5106	0	2
ENSMUSG00000021143	1.21854545454545	12.1849447925992	3
ENSMUSG00000049036	0.15388	0	2
ENSMUSG00000042063	0.37631	0	2
ENSMUSG00000021171	2.00195398230089	7.89794601852114	3
ENSMUSG00000042029	0.49596	0	1
ENSMUSG00000041992	2.47358957654723	12.537661708314	3
ENSMUSG00000021175	0.81	0	2
ENSMUSG00000033799	0.70721	0	2
ENSMUSG00000033781	1.072	9.91697761194031	2
ENSMUSG00000021215	0.688	0.29069767441851	2
ENSMUSG00000045410	0.704000000000001	0.322443181818237	2
ENSMUSG00000021193	0.52088	0	1
ENSMUSG00000021156	2.256	17.2340425531915	2
ENSMUSG00000021311	1.536	17.375	2
ENSMUSG00000050244	0.39212	0	1
ENSMUSG00000039242	1.08	15.0675925925926	2
ENSMUSG00000039219	1.21476	0	1
ENSMUSG00000075054	0.238	0	1
ENSMUSG00000041236	1.912	13.0183054393305	2
ENSMUSG00000003062	0.82204	0	1
ENSMUSG00000002808	0.992	9.84979838709677	2
ENSMUSG00000021319	0.528000000000001	1.84469696969699	2
ENSMUSG00000022228	0.22916	0	1
ENSMUSG00000046351	0.362	0	2
ENSMUSG00000016477	0.21068	0	1
ENSMUSG00000021357	1.91879785330948	11.7359613204451	3
ENSMUSG00000021400	0.71852	0	1
ENSMUSG00000021408	0.699275766016713	4.90901051625239	4
ENSMUSG00000058672	0.0014	0	1
ENSMUSG00000021417	0.656	6.40243902439024	2
ENSMUSG00000021418	0.31032	0	1
ENSMUSG00000021428	0.52	4.5923076923077	2
ENSMUSG00000038991	0.016	0	1
ENSMUSG00000021432	0.97896	0	1
ENSMUSG00000021360	1.2493504587156	5.02105314174264	3
ENSMUSG00000087370	1.504	8.65359042553192	2
ENSMUSG00000038546	2.256	14.7287234042553	2
ENSMUSG00000057531	2.152	14.6840148698885	2
ENSMUSG00000021375	2.4	13.20125	2
ENSMUSG00000021376	0.48	0	1
ENSMUSG00000038080	1.25805464480874	10.0085163435031	3
ENSMUSG00000050954	0.506	0	1
ENSMUSG00000037933	1.22200375234522	7.53421317677115	4
ENSMUSG00000021385	0.7796	0	1
ENSMUSG00000021392	0.40204	0	1
ENSMUSG00000037816	0.38148	0	1
ENSMUSG00000021451	2.168	14.4160516605166	2
ENSMUSG00000021457	0.944000000000002	3.1483050847458	2
ENSMUSG00000021460	2.072	16.5637065637066	2
ENSMUSG00000056749	0.832	9.28846153846154	2
ENSMUSG00000021468	1.02614765100671	9.32156934561184	3
ENSMUSG00000021474	1.04	17.5423076923077	2
ENSMUSG00000025872	0.0096	0	1
ENSMUSG00000043183	1.00392444684296	6.41856352189357	4
ENSMUSG00000025870	0.25544	0	1
ENSMUSG00000047547	0.458666666666667	8.69985465116278	2
ENSMUSG00000025875	0.31296	0	1
ENSMUSG00000025878	2.128	21.0061090225564	2
ENSMUSG00000021481	0.4196	0	1
ENSMUSG00000005320	0.344242424242424	8.28230633802817	3
ENSMUSG00000034675	0.2444	0	1
ENSMUSG00000021501	0.22392	0	1
ENSMUSG00000015937	0.04	0	1
ENSMUSG00000021552	0.63148	0	1
ENSMUSG00000021555	0.84684	0	1
ENSMUSG00000021556	1.136	16.0360915492958	2
ENSMUSG00000050876	0.112	8.96428571428572	2
ENSMUSG00000091311	0.873	0	4
ENSMUSG00000035248	0.92	5.49347826086954	2
ENSMUSG00000021559	3.256	21.6664619164619	2
ENSMUSG00000074867	0.7074	0	1
ENSMUSG00000055228	0.51632	0	1
ENSMUSG00000021470	1.46404419889503	10.3869513041903	3
ENSMUSG00000033102	1.21488	0	1
ENSMUSG00000021482	0.54036	0	1
ENSMUSG00000038212	1.19943	0	2
ENSMUSG00000021514	0.611096774193548	5.7328441722973	3
ENSMUSG00000021518	1.6512	9.56213662790699	3
ENSMUSG00000100235	0.704	0	1
ENSMUSG00000074824	0.704	0	1
ENSMUSG00000057396	0.528	1.1875	2
ENSMUSG00000098781	0.4787	0	1
ENSMUSG00000098905	0.48008	0	1
ENSMUSG00000071291	0.36262	0	2
ENSMUSG00000097565	0.4	2.625	2
ENSMUSG00000097333	0.4	2.55999999999998	2
ENSMUSG00000095432	0.46948	0	1
ENSMUSG00000048280	0.261333333333333	0	3
ENSMUSG00000090659	0.384	3.00260416666656	2
ENSMUSG00000021598	0.21276	0	1
ENSMUSG00000034525	0.70899	0	2
ENSMUSG00000021608	1.48	18.5135135135135	2
ENSMUSG00000021611	0.28	0	1
ENSMUSG00000021569	0.775999999999999	13.1881443298969	2
ENSMUSG00000021572	0.943999999999999	19.8262711864407	2
ENSMUSG00000034152	0.925196495619524	8.59554104800657	3
ENSMUSG00000021577	0.41837	0	2
ENSMUSG00000021578	0.29968	0	1
ENSMUSG00000069184	0.2386	0	1
ENSMUSG00000043190	0.716689655172414	4.24465935334873	3
ENSMUSG00000021597	1.56285003657645	8.47455551727754	3
ENSMUSG00000035834	1.144	12.9265734265734	2
ENSMUSG00000021548	0.71972	0	1
ENSMUSG00000021549	1.56484	0	2
ENSMUSG00000021707	0.59236	0	1
ENSMUSG00000021704	0.35256	0	1
ENSMUSG00000042043	1.312	7.42530487804882	2
ENSMUSG00000042015	1.15886166007905	8.29244658790144	3
ENSMUSG00000021681	0.47804	0	1
ENSMUSG00000021671	0.63810752688172	6.43225375213445	3
ENSMUSG00000021668	0.77936	0	1
ENSMUSG00000021669	2.44	14.597131147541	2
ENSMUSG00000041685	2.304	18.0347222222222	2
ENSMUSG00000009470	0.32732	0	1
ENSMUSG00000021650	0.464	8.02370689655173	3
ENSMUSG00000041632	0.272	0	1
ENSMUSG00000052727	1.86874128440367	12.3633775960662	3
ENSMUSG00000049658	0.46676	0	1
ENSMUSG00000021635	0.52232	0	1
ENSMUSG00000061474	0.373507745266781	7.5751216545012	4
ENSMUSG00000021629	0.40904	0	1
ENSMUSG00000041417	1.896	7.37552742616033	2
ENSMUSG00000032621	0.76	16.1802631578947	2
ENSMUSG00000021710	1.31821682567216	9.63548421479251	3
ENSMUSG00000042743	0.3248	0	1
ENSMUSG00000021711	0.823999999999998	1.13106796116495	2
ENSMUSG00000021712	0.76016	0	1
ENSMUSG00000021713	0.76972	0	1
ENSMUSG00000021714	0.84984	0	1
ENSMUSG00000021716	0.936	0	1
ENSMUSG00000042590	0.40628	0	1
ENSMUSG00000021693	1.56	9.40705128205128	2
ENSMUSG00000068184	1.14141007194245	7.43915557348393	3
ENSMUSG00000021694	0.1816	0	1
ENSMUSG00000032745	0.022	0	1
ENSMUSG00000021759	1.11422680412371	10.8218079200592	3
ENSMUSG00000016018	0.40716	0	1
ENSMUSG00000021764	2.270738170347	13.9764521142205	3
ENSMUSG00000015536	1.104	9.4519927536232	2
ENSMUSG00000025453	1.936	19.3202479338843	2
ENSMUSG00000025451	0.71	0	2
ENSMUSG00000023156	0.24936	0	1
ENSMUSG00000021733	2.48	17.4290322580645	2
ENSMUSG00000021786	0.448	0	1
ENSMUSG00000017485	1.424	2.93398876404492	2
ENSMUSG00000021775	0.77178	0	2
ENSMUSG00000043004	1.728	14.7997685185186	2
ENSMUSG00000021809	0.60518	0	3
ENSMUSG00000021810	0.5488	0	1
ENSMUSG00000039599	0.64695406360424	7.67261098488159	3
ENSMUSG00000021815	0.01	0	1
ENSMUSG00000034235	1.04706	0	1
ENSMUSG00000039308	0.00504	0	1
ENSMUSG00000021820	0.09948	0	1
ENSMUSG00000021770	1.0041	0	2
ENSMUSG00000021782	2.168	13.2292435424354	2
ENSMUSG00000025280	0.2978	0	1
ENSMUSG00000040818	0.56	3.88750000000002	2
ENSMUSG00000040760	1.288	10.4037267080745	2
ENSMUSG00000046753	0.864	9.19097222222222	2
ENSMUSG00000021962	0.64	4.94375	2
ENSMUSG00000021957	0.02568	0	1
ENSMUSG00000021948	0.544	0	1
ENSMUSG00000052395	0.864	7.12847222222224	2
ENSMUSG00000042323	0.41052	0	1
ENSMUSG00000021893	0.82689	0	2
ENSMUSG00000014496	2.408	11.4559800664452	2
ENSMUSG00000021911	0.36208	0	1
ENSMUSG00000054051	1.304	9.14110429447852	2
ENSMUSG00000021936	1.80609499024073	9.07340826695406	3
ENSMUSG00000071531	0.28096	0	2
ENSMUSG00000021796	0.8082	0	2
ENSMUSG00000058690	2.208	12.2391304347827	2
ENSMUSG00000037824	1.624	13.7894088669951	2
ENSMUSG00000021792	0.37522	0	2
ENSMUSG00000021831	0.65484	0	1
ENSMUSG00000037712	1.624	9.5338669950739	2
ENSMUSG00000037697	1.20426	0	2
ENSMUSG00000037628	0.2638	0	2
ENSMUSG00000062014	0.00328	0	1
ENSMUSG00000055128	0.730292993630574	6.98333275188389	3
ENSMUSG00000037572	0.57488295687885	7.26771631043549	3
ENSMUSG00000048379	0.451209169054441	2.1208214793741	3
ENSMUSG00000037536	0.4816	0	1
ENSMUSG00000021843	1.00706	0	1
ENSMUSG00000061244	1.192	4.65436241610736	2
ENSMUSG00000036291	0.415999999999999	0.225961538461519	2
ENSMUSG00000036023	0.3222	0	1
ENSMUSG00000006281	1.152	9.23697916666667	2
ENSMUSG00000072572	0.00624	0	1
ENSMUSG00000004562	0.292179195140471	7.72349272349272	4
ENSMUSG00000022159	0.69	4.79130434782608	2
ENSMUSG00000016831	0.1302	0	1
ENSMUSG00000040997	0.39168	0	3
ENSMUSG00000057156	0.1272	0	1
ENSMUSG00000072494	0.22196	0	1
ENSMUSG00000022194	0.01402	0	1
ENSMUSG00000022208	0.38668	0	1
ENSMUSG00000040618	0.1547	0	1
ENSMUSG00000002325	0.0046	0	1
ENSMUSG00000002332	0.34312	0	1
ENSMUSG00000019297	0.23324	0	2
ENSMUSG00000047153	0.21264	0	1
ENSMUSG00000054509	1.59147436823105	10.1599724524905	3
ENSMUSG00000021945	0.54424	0	1
ENSMUSG00000021952	0.32116	0	1
ENSMUSG00000021969	0.855999999999999	1.56425233644854	2
ENSMUSG00000068245	0.944	10.9438559322034	2
ENSMUSG00000091144	0.0156	0	1
ENSMUSG00000071350	1.03798675496689	5.00161843269361	3
ENSMUSG00000021982	0.4574	0	1
ENSMUSG00000063895	0.82024	0	1
ENSMUSG00000021987	1.968	10.0630081300813	2
ENSMUSG00000021990	1.97199301919721	13.3451096447755	3
ENSMUSG00000021929	2.016	12.7251984126984	2
ENSMUSG00000021932	1.232	11.525974025974	2
ENSMUSG00000035161	0.46844	0	1
ENSMUSG00000014547	2.50516788321168	11.4522184797557	3
ENSMUSG00000035078	0.34208	0	1
ENSMUSG00000021958	0.45156	0	1
ENSMUSG00000060012	2.224	13.1879496402878	2
ENSMUSG00000034522	0.992	10.7610887096774	2
ENSMUSG00000022031	0.40444	0	1
ENSMUSG00000022033	0.11528	0	1
ENSMUSG00000046204	0.369230769230769	8.66604166666667	3
ENSMUSG00000048922	0.3776	0	1
ENSMUSG00000044447	2.472	17.082928802589	2
ENSMUSG00000022061	0.3526	0	1
ENSMUSG00000034248	0.344	19.1860465116279	2
ENSMUSG00000034194	0.26332	0	1
ENSMUSG00000022089	0.674507666098807	4.67077507475954	3
ENSMUSG00000022101	0.47604	0	2
ENSMUSG00000033487	1.448	9.25276243093924	2
ENSMUSG00000022106	0.736	3.80434782608694	2
ENSMUSG00000022108	0.4428	0	1
ENSMUSG00000022000	1.50090084550346	9.1155974992216	3
ENSMUSG00000034893	1.01384	0	1
ENSMUSG00000022003	3.016	22.4137931034483	2
ENSMUSG00000022008	0.930140845070423	5.40741974560873	3
ENSMUSG00000022013	1.25267415730337	7.99915088021432	3
ENSMUSG00000022016	1.936	12.4695247933884	2
ENSMUSG00000022020	1.456	12.1037087912088	2
ENSMUSG00000022022	0.595998523440384	3.4454210435041	4
ENSMUSG00000036461	3.464	21.8224595842956	2
ENSMUSG00000022019	1.872	6.53739316239319	2
ENSMUSG00000022064	2.176	17.4632352941176	2
ENSMUSG00000022111	0.56	0	1
ENSMUSG00000055717	1.272	1.59355345911951	2
ENSMUSG00000053253	1.32599190283401	5.10075720566683	4
ENSMUSG00000022131	0.87496	0	1
ENSMUSG00000042156	1.4	19.9192857142857	2
ENSMUSG00000022139	0.45396	0	2
ENSMUSG00000063410	2.552	17.1108934169279	2
ENSMUSG00000025558	2.624	16.5651676829268	2
ENSMUSG00000041765	2.36975407407408	13.8929298700996	3
ENSMUSG00000041594	2.08	18.8298076923077	2
ENSMUSG00000050697	1.312	10.5640243902439	2
ENSMUSG00000022141	2.704	15.2877218934911	2
ENSMUSG00000005360	1.232	16.101461038961	2
ENSMUSG00000022244	0.5218	0	1
ENSMUSG00000022201	1.72	16.1802325581395	2
ENSMUSG00000022272	2.14689824187533	11.3071026133774	3
ENSMUSG00000022270	2.47829126213592	10.3888092327943	3
ENSMUSG00000022265	2.5699972311952	12.8019278946431	3
ENSMUSG00000046034	0.67568	0	1
ENSMUSG00000039168	0.985912195121951	12.1942289423686	3
ENSMUSG00000039100	0.96308	0	2
ENSMUSG00000022234	0.0092	0	1
ENSMUSG00000022257	0.695	0	1
ENSMUSG00000022323	0.43632	0	1
ENSMUSG00000048230	0.31064	0	1
ENSMUSG00000037617	0.52932	0	1
ENSMUSG00000022280	0.967999999999999	1.70867768595039	2
ENSMUSG00000048307	0.3676	0	1
ENSMUSG00000022300	0.02	0	3
ENSMUSG00000022305	1.84653984575836	7.472216498864	3
ENSMUSG00000038736	1.288	9.70031055900623	2
ENSMUSG00000022339	0.8864	0	1
ENSMUSG00000038679	2.2014464	12.7856182795699	3
ENSMUSG00000038622	0.33248	0	1
ENSMUSG00000037343	1.10702	0	1
ENSMUSG00000022422	2.336	18.4546232876712	2
ENSMUSG00000022370	0.84	5.06309523809524	2
ENSMUSG00000022369	1.288	13.9805900621118	2
ENSMUSG00000022364	0.848	0.471698113207466	2
ENSMUSG00000022378	0.39388	0	1
ENSMUSG00000022377	4.01771534195933	13.6558614711923	3
ENSMUSG00000072501	1.54317488789238	9.85582883888166	3
ENSMUSG00000005125	0.62556	0	1
ENSMUSG00000022335	1.616	2.81250000000009	2
ENSMUSG00000068391	0.00072	0	1
ENSMUSG00000036661	1.28955941255007	6.49839110448502	4
ENSMUSG00000079020	0.24083	0	2
ENSMUSG00000059895	0.751173996175908	10.0108739920176	3
ENSMUSG00000022594	0.009	0	1
ENSMUSG00000022587	0.044	0	1
ENSMUSG00000000934	0.528	6.82007575757577	3
ENSMUSG00000075600	0.20112	0	1
ENSMUSG00000103906	0.346666666666667	3.26923076923077	2
ENSMUSG00000034429	0.21112	0	1
ENSMUSG00000075590	0.144	8.25000000000001	2
ENSMUSG00000063268	0.2712	0	2
ENSMUSG00000022558	0.995338512763596	9.42111953612845	4
ENSMUSG00000022557	0.56	6.66428571428573	2
ENSMUSG00000022556	0.81424	0	1
ENSMUSG00000048385	0.4256	0	1
ENSMUSG00000022550	0.488	13.8463114754099	2
ENSMUSG00000059323	0.24871	0	2
ENSMUSG00000004187	0.1688	0	3
ENSMUSG00000054967	0.28	14.9678571428571	2
ENSMUSG00000033576	0.016	0	1
ENSMUSG00000033565	2.936	18.5790190735695	2
ENSMUSG00000016637	0.23256	0	1
ENSMUSG00000033287	0.312933664420007	1.75625396753424	4
ENSMUSG00000033170	0.570712446351931	5.38177565876548	3
ENSMUSG00000049521	0.09416	0	1
ENSMUSG00000022436	0.289542168674699	1.76478584110076	3
ENSMUSG00000033099	0.72404	0	2
ENSMUSG00000033088	0.392	4.3954081632653	2
ENSMUSG00000033055	0.237241379310345	0.397093023255831	3
ENSMUSG00000033039	0.416	7.62259615384617	2
ENSMUSG00000068206	0.448	5.74107142857142	2
ENSMUSG00000009035	0.69004	0	1
ENSMUSG00000022433	0.40354	0	2
ENSMUSG00000044216	0.23296	10.679945054945	3
ENSMUSG00000022429	0.808	12.2735148514851	2
ENSMUSG00000022426	0.48284	0	1
ENSMUSG00000042524	0.067	0	1
ENSMUSG00000089715	0.01148	0	1
ENSMUSG00000022415	0.17868	0	1
ENSMUSG00000042428	1.02432690124858	13.5987199035495	3
ENSMUSG00000051518	0.1364	0	1
ENSMUSG00000047888	2.928	15.6823770491803	2
ENSMUSG00000103565	0.12746	0	1
ENSMUSG00000022390	0.76	3.21973684210527	2
ENSMUSG00000022476	0.20848	0	1
ENSMUSG00000022471	0.653246796471959	7.28106466668025	4
ENSMUSG00000068114	0.38437	0	2
ENSMUSG00000096883	0.22	1.30000000000002	2
ENSMUSG00000022456	0.49388679245283	4.86960065199675	3
ENSMUSG00000049687	0.00236	0	1
ENSMUSG00000022452	0.00168	0	1
ENSMUSG00000022450	0.018	0	1
ENSMUSG00000018042	0.46051461403947	6.96698943279955	4
ENSMUSG00000016664	2.408	16.7774086378738	2
ENSMUSG00000022442	0.631223880597015	8.00354677007471	3
ENSMUSG00000041736	0.12456	0	1
ENSMUSG00000016757	0.384	0.635416666666707	2
