speed	lag_time	time_points
ENSMUSG00000018865	0.696299465240642	4.46465142950765	3
ENSMUSG00000041653	0.6474	0	1
ENSMUSG00000055745	0.16	0	1
ENSMUSG00000036106	1.144	22.3942307692308	2
ENSMUSG00000016624	1.608	9.92039800995027	2
ENSMUSG00000100967	0.13748	0	1
ENSMUSG00000036046	1.168	17.9794520547945	2
ENSMUSG00000022434	0.57356	0	1
ENSMUSG00000006369	0.88992693498452	8.1777054783083	4
ENSMUSG00000016028	2.01552	0	1
ENSMUSG00000035900	1.54975632183908	15.1605937801617	3
ENSMUSG00000035891	1	7.66000000000001	2
ENSMUSG00000058441	0.3296	1.25303398058254	3
ENSMUSG00000015363	0.01754	0	1
ENSMUSG00000051786	0.33144	0	1
ENSMUSG00000062906	0.51398	0	1
ENSMUSG00000022610	0.75404	0	1
ENSMUSG00000015377	0.33619	0	2
ENSMUSG00000036561	0.29932	0	1
ENSMUSG00000036529	0.3593	0	2
ENSMUSG00000022615	0.11352	0	1
ENSMUSG00000022619	0.30848	3.79322268326418	3
ENSMUSG00000022634	1.20202	0	2
ENSMUSG00000033228	0.38568	0	1
ENSMUSG00000022464	1.376	14.2768895348837	2
ENSMUSG00000022466	1.048	18.4914122137405	2
ENSMUSG00000022469	0.456	0.0635964912280116	2
ENSMUSG00000081534	0.304	6.57894736842105	2
ENSMUSG00000052369	0.17144	0	1
ENSMUSG00000033065	1.48906051873199	6.86900043351706	3
ENSMUSG00000022994	0.321039711191336	9.96239654551997	3
ENSMUSG00000003352	0.250666666666667	3.7992021276596	2
ENSMUSG00000023755	0.26	0	2
ENSMUSG00000022999	0.232	0	1
ENSMUSG00000023007	0.283076923076923	8.34728260869565	3
ENSMUSG00000023008	1.37161194029851	7.13832727589282	3
ENSMUSG00000023009	0.72841	0	2
ENSMUSG00000023019	0.13372	0	1
ENSMUSG00000023022	0.0054	0	1
ENSMUSG00000023026	3.136	18.5787627551021	2
ENSMUSG00000023030	0.622162441800311	5.04290560766315	4
ENSMUSG00000009733	1.624	20.8128078817734	2
ENSMUSG00000037280	0.455	0	4
ENSMUSG00000000532	0.33002	0	2
ENSMUSG00000037003	0.55356	0	2
ENSMUSG00000036966	0.570091286307054	10.3983274135321	3
ENSMUSG00000023044	0.18084	0	1
ENSMUSG00000001281	0.34668	0	1
ENSMUSG00000001288	0.21264	0	1
ENSMUSG00000058290	0.37016	0	1
ENSMUSG00000060284	0.1728	12.962962962963	3
ENSMUSG00000023048	0.44692	0	1
ENSMUSG00000023055	0.44731	0	2
ENSMUSG00000001655	0.584478632478632	2.99291257214159	3
ENSMUSG00000036061	0.04004	0	1
ENSMUSG00000022490	0.333403141361257	6.16834170854272	3
ENSMUSG00000039789	0.72	8.94444444444445	2
ENSMUSG00000093575	0.472366972477064	0.0515913093018519	3
ENSMUSG00000039738	0.42907	0	2
ENSMUSG00000022521	2.424	16.2516501650165	2
ENSMUSG00000014303	1.184	12.2567567567568	2
ENSMUSG00000039637	0.710945337620578	7.35158115637889	3
ENSMUSG00000063445	0.3262	0	1
ENSMUSG00000022515	0.88	9.50454545454544	2
ENSMUSG00000022543	0.352	17.9971590909091	2
ENSMUSG00000023143	0.368	0	1
ENSMUSG00000039427	0.3512	0	1
ENSMUSG00000039345	0.496	14.0866935483871	2
ENSMUSG00000039200	1.328	11.144578313253	2
ENSMUSG00000038055	0.40212	0	1
ENSMUSG00000037991	0.560695652173913	8.93822373862696	3
ENSMUSG00000037972	0.196	0	1
ENSMUSG00000037965	0.76	7.37894736842105	2
ENSMUSG00000009569	3.048	17.6115485564304	2
ENSMUSG00000022685	0.880000000000001	9.58068181818183	2
ENSMUSG00000022683	0.88	7.52045454545455	2
ENSMUSG00000022680	0.7599	0	2
ENSMUSG00000060657	0.45092	0	1
ENSMUSG00000022677	0.37922	0	2
ENSMUSG00000023088	1.72	12.6494186046512	2
ENSMUSG00000041957	1.776	16.6199324324325	2
ENSMUSG00000063358	0.00152	0	1
ENSMUSG00000038965	0.048	0	1
ENSMUSG00000041720	1.416	8.89830508474577	2
ENSMUSG00000022765	1.344	8.48363095238096	2
ENSMUSG00000022756	0.25576	0	1
ENSMUSG00000012114	0.48387	0	2
ENSMUSG00000022750	1.216	13.171875	2
ENSMUSG00000012017	0.14238	0	1
ENSMUSG00000092470	1.232	11.3068181818181	2
ENSMUSG00000003166	1.232	11.2012987012987	2
ENSMUSG00000003527	2.448	22.4889705882353	2
ENSMUSG00000062901	0.592	0	1
ENSMUSG00000041215	1.16	10.7431034482759	2
ENSMUSG00000022822	1.192	9.73741610738253	2
ENSMUSG00000022842	0.24832	0	1
ENSMUSG00000045983	0.17152	0	1
ENSMUSG00000022847	0.008	0	1
ENSMUSG00000006958	0.106666666666667	3.125	2
ENSMUSG00000044626	0.33858	0	3
ENSMUSG00000033581	0.46792	0	1
ENSMUSG00000047434	2.392	18.9799331103679	2
ENSMUSG00000049076	1.952	8.70901639344264	2
ENSMUSG00000022781	1.144	10.1914335664336	2
ENSMUSG00000023791	1.8783810151615	15.2165327720193	3
ENSMUSG00000035790	0.473333333333333	0	3
ENSMUSG00000035764	0.12628	0	1
ENSMUSG00000053774	1.336	8.87050898203596	2
ENSMUSG00000014075	1.58476775431862	8.82782948027283	3
ENSMUSG00000005615	0.8176	0	1
ENSMUSG00000022800	4.024	20.1041252485089	2
ENSMUSG00000022801	1.67402	0	1
ENSMUSG00000022807	1.328	12.703313253012	2
ENSMUSG00000022808	0.4858	0	1
ENSMUSG00000022833	0.5434	0	1
ENSMUSG00000035376	1.856	20.0538793103448	2
ENSMUSG00000022848	1.648	6.82342233009709	2
ENSMUSG00000022906	0.592773694390716	4.4281644826146	3
ENSMUSG00000022900	0.63122896481387	3.99881810250112	4
ENSMUSG00000022837	1.24	4.35483870967737	2
ENSMUSG00000034243	0.19722	0	1
ENSMUSG00000034206	1.22097643732328	9.77098797643455	3
ENSMUSG00000022827	2.128	10.4718045112782	2
ENSMUSG00000022820	0.096	0	1
ENSMUSG00000022812	2.416	19.8675496688742	2
ENSMUSG00000022704	0.488	0	1
ENSMUSG00000052459	1.416	15.180790960452	2
ENSMUSG00000043065	1	5.79999999999999	2
ENSMUSG00000022668	0.448	4.10267857142857	2
ENSMUSG00000022663	0.937473087818697	5.75337233476769	3
ENSMUSG00000022656	1.128	0.0673758865248857	2
ENSMUSG00000022637	2.71339056523587	13.1036148186388	3
ENSMUSG00000075033	1.06156	0	1
ENSMUSG00000022604	0.616	4.78246753246754	2
ENSMUSG00000022757	0.0098	0	1
ENSMUSG00000022742	0.41572	0	1
ENSMUSG00000022744	0.43564	0	1
ENSMUSG00000022724	0.752	18.6170212765958	2
ENSMUSG00000022723	0.42302	0	1
ENSMUSG00000022911	1.24678840328862	6.85199012399837	4
ENSMUSG00000004843	1.52	10.0684210526316	2
ENSMUSG00000032932	0.384	0	1
ENSMUSG00000048490	0.27408	0	1
ENSMUSG00000022867	2.16700476442562	12.1853165234793	3
ENSMUSG00000022865	1.06	4.90094339622642	2
ENSMUSG00000022889	0.0682	0	1
ENSMUSG00000022892	2.60526380910296	7.99946842722304	4
ENSMUSG00000044442	0.412	0	2
ENSMUSG00000052299	0.3282	0	1
ENSMUSG00000041079	1.056	9.68560606060606	2
ENSMUSG00000053414	2.208	18.6576086956522	2
ENSMUSG00000039929	0.568	0	1
ENSMUSG00000022974	3.384	22.9485815602837	2
ENSMUSG00000022971	0.80872	0	1
ENSMUSG00000022965	0.704	9.75994318181819	2
ENSMUSG00000022964	1.408	10.6541193181818	2
ENSMUSG00000051989	0.3132	0	1
ENSMUSG00000022951	0.448	0.569196428571395	2
ENSMUSG00000051297	0.24	0.587499999999984	2
ENSMUSG00000022946	0.959999999999999	0.318749999999902	2
ENSMUSG00000040785	1.104	2.18931159420296	2
ENSMUSG00000022895	0.896	7.44866071428571	2
ENSMUSG00000023147	0.33982	0	2
ENSMUSG00000080717	0.41634	0	2
ENSMUSG00000046201	0.759999999999999	3.90921052631575	2
ENSMUSG00000036983	0.89136	0	2
ENSMUSG00000004945	0.856	14.6518691588785	2
ENSMUSG00000015659	0.4662	0	2
ENSMUSG00000034345	0.3046	0	1
ENSMUSG00000096255	0.304	2.33881578947368	2
ENSMUSG00000023809	2.136	13.8174157303371	2
ENSMUSG00000069135	0.516923076923077	8.36309523809524	3
ENSMUSG00000023827	0.424	0	1
ENSMUSG00000023830	0.49189	0	2
ENSMUSG00000051977	0.44424	0	1
ENSMUSG00000023852	0.464	12.426724137931	2
ENSMUSG00000067942	0.3464	0	1
ENSMUSG00000023882	0.47792	0	1
ENSMUSG00000057409	0.69220366598778	9.21348331136427	3
ENSMUSG00000051341	0.248444444444445	3.58750745378653	3
ENSMUSG00000067928	0.5478	0	2
ENSMUSG00000069743	0.59116	0	1
ENSMUSG00000078546	0.81575	0	2
ENSMUSG00000071267	0.839999999999999	8.49642857142853	2
ENSMUSG00000044501	0.26784	0	1
ENSMUSG00000071266	1.30316	0	1
ENSMUSG00000023908	0.013	0	1
ENSMUSG00000040097	0.2878	0	1
ENSMUSG00000024114	0.22168	0	1
ENSMUSG00000024130	1.02974423217455	5.9352945887639	4
ENSMUSG00000079657	0.176	0	1
ENSMUSG00000032855	0.496	9.57459677419359	2
ENSMUSG00000002504	0.376	0	1
ENSMUSG00000041130	0.00392	0	1
ENSMUSG00000039628	0.28788	0	2
ENSMUSG00000038002	0.68916	0	1
ENSMUSG00000024169	0.529321739130435	6.79212117229595	3
ENSMUSG00000024170	0.31864	0	1
ENSMUSG00000002279	0.46481	0	2
ENSMUSG00000019214	0.224	12.4196428571429	2
ENSMUSG00000002280	0.434503816793893	5.97724877020379	3
ENSMUSG00000061046	0.00144	0	1
ENSMUSG00000025738	0.201413333333333	0	3
ENSMUSG00000025737	0.11896	0	1
ENSMUSG00000093593	0.10248	0	1
ENSMUSG00000073434	0.384	8.59374999999999	2
ENSMUSG00000025732	0.523927272727273	3.5835993892282	3
ENSMUSG00000025728	0.32	0	2
ENSMUSG00000037098	1.552	20.8711340206185	2
ENSMUSG00000024180	0.20055	0	2
ENSMUSG00000024182	1.03026	0	1
ENSMUSG00000024187	0.730036605657238	6.24544161622054	3
ENSMUSG00000001576	0.392	5.32653061224486	2
ENSMUSG00000024193	0.10548	0	1
ENSMUSG00000057789	0.244247020585049	12.8567068843151	4
ENSMUSG00000042644	1.04	16.0605769230769	2
ENSMUSG00000024208	0.2366	0	1
ENSMUSG00000056692	1.03388235294118	10.5729972690032	3
ENSMUSG00000024217	2.672	12.4898952095808	2
ENSMUSG00000039512	0.67644	0	1
ENSMUSG00000024219	1.05844	0	1
ENSMUSG00000062859	0.0076	0	1
ENSMUSG00000024220	0.80388	0	1
ENSMUSG00000007570	0.26542	0	1
ENSMUSG00000037446	0.233212121212121	0.00866250866249985	3
ENSMUSG00000053436	0.84118	0	1
ENSMUSG00000004864	0.718590308370044	7.61685875429132	4
ENSMUSG00000052712	0.6693162813576	8.68787921100595	4
ENSMUSG00000042203	1.096	10.2189781021897	2
ENSMUSG00000024019	0.933921708185053	9.73415589562248	4
ENSMUSG00000024018	0.36	0	1
ENSMUSG00000062202	1.87772	0	1
ENSMUSG00000024030	1.16	1.80775862068968	2
ENSMUSG00000024036	0.36472	0	1
ENSMUSG00000024039	0.557473684210526	2.74150302114801	3
ENSMUSG00000091586	0.496779582366589	5.804863809595	3
ENSMUSG00000095253	0.03198	0	1
ENSMUSG00000095325	0.09128	0	1
ENSMUSG00000024055	0.384	0	1
ENSMUSG00000067430	0.302	0	2
ENSMUSG00000067424	0.576000000000001	7.13368055555557	2
ENSMUSG00000024299	0.657396363636364	10.106121116913	3
ENSMUSG00000032739	0.0309	0	1
ENSMUSG00000079557	0.750156822512091	8.30276594663874	4
ENSMUSG00000042099	0.25924	0	1
ENSMUSG00000096727	0.30104	0	1
ENSMUSG00000073421	0.15936	0	1
ENSMUSG00000015468	0.62354	0	3
ENSMUSG00000015474	0.01236	0	1
ENSMUSG00000024369	0.2	0	1
ENSMUSG00000092511	0.705192307692308	1.53512407962913	3
ENSMUSG00000091705	0.186666666666667	0	3
ENSMUSG00000050410	0.13646	0	1
ENSMUSG00000038838	0.27582	0	1
ENSMUSG00000003534	0.0968	0	1
ENSMUSG00000059714	0.24684	0	1
ENSMUSG00000038500	0.087	0	1
ENSMUSG00000023921	0.73697461928934	4.85646719565056	3
ENSMUSG00000061665	2.52	16.7369047619047	2
ENSMUSG00000023915	1.92828623408126	13.6541010848672	3
ENSMUSG00000023912	0.633986666666667	0	3
ENSMUSG00000023960	0.32	3.7875	2
ENSMUSG00000023938	0.2748	0	2
ENSMUSG00000096847	0.114	0	2
ENSMUSG00000023947	0.1537	0	1
ENSMUSG00000023953	0.56896	0	1
ENSMUSG00000012296	0.005	0	1
ENSMUSG00000015597	0.661573656845754	7.39534432894627	3
ENSMUSG00000003546	0.39829	0	2
ENSMUSG00000059409	0.54203	0	2
ENSMUSG00000023973	0.428	0	2
ENSMUSG00000036568	0.07224	0	1
ENSMUSG00000023988	0.33964	0	1
ENSMUSG00000092558	0.33676	0	1
ENSMUSG00000023984	0.33648	0	1
ENSMUSG00000079444	0.225186666666667	0	3
ENSMUSG00000023990	0.01368	0	1
ENSMUSG00000032717	0.391395948434623	1.30566325378304	4
ENSMUSG00000023991	0.02	0	1
ENSMUSG00000003198	0.25124	0	1
ENSMUSG00000003206	0.072	0	2
ENSMUSG00000011589	0.416	4.11057692307694	2
ENSMUSG00000003199	0.258	0	1
ENSMUSG00000011305	0.2797	0	2
ENSMUSG00000044469	0.416453333333333	0	3
ENSMUSG00000001229	0.37152	0	1
ENSMUSG00000001228	0.3312	0	1
ENSMUSG00000013236	0.0164	0	1
ENSMUSG00000024212	0.73961	0	2
ENSMUSG00000046329	0.28586	0	2
ENSMUSG00000002668	0.577587467362924	2.04234775061478	3
ENSMUSG00000079414	0.33423	0	2
ENSMUSG00000024228	0.26968	0	1
ENSMUSG00000024083	1.18545	0	2
ENSMUSG00000024085	2.512	19.984076433121	2
ENSMUSG00000056515	2.816	12.5884232954546	2
ENSMUSG00000061950	1.768	18.5361990950226	2
ENSMUSG00000024098	0.75944	0	1
ENSMUSG00000024099	0.60632	0	1
ENSMUSG00000024101	0.19165	0	2
ENSMUSG00000023460	0.1032	0	1
ENSMUSG00000024052	1.77620497362472	7.8102726149585	3
ENSMUSG00000024056	0.55712	0	1
ENSMUSG00000024068	1.272	9.4229559748428	2
ENSMUSG00000024072	0.591999999999999	5.56081081081079	2
ENSMUSG00000024073	0.55624	0	1
ENSMUSG00000002017	0.3109	0	1
ENSMUSG00000024074	2.688	18.5442708333333	2
ENSMUSG00000056121	0.736	5.52989130434784	2
ENSMUSG00000024077	2.032	10.9251968503937	2
ENSMUSG00000050668	0.416	7.00721153846152	2
ENSMUSG00000024082	0.656	9.04573170731708	2
ENSMUSG00000024070	1.43221273166801	8.45279783231011	3
ENSMUSG00000035051	0.787360946745562	8.42226297120181	3
ENSMUSG00000024241	1.592	9.38944723618092	2
ENSMUSG00000024242	1.944	8.90329218106997	2
ENSMUSG00000024246	0.864	4.53240740740736	2
ENSMUSG00000024247	0.250969899665552	0.450546375266514	3
ENSMUSG00000032624	2.136	17.3829588014981	2
ENSMUSG00000055817	1.544	21.3484455958549	2
ENSMUSG00000024127	0.552	3.14130434782604	2
ENSMUSG00000024150	0.38136	0	1
ENSMUSG00000036918	1.464	10.030737704918	2
ENSMUSG00000024151	0.0142	0	1
ENSMUSG00000034998	0.5298	0	1
ENSMUSG00000034709	1.256	10.2842356687898	2
ENSMUSG00000095193	0.08045	0	2
ENSMUSG00000024231	1.07058244462674	8.91497808496291	4
ENSMUSG00000024236	2.296	11.9943379790941	2
ENSMUSG00000024240	0.794910843373494	8.23308213696769	3
ENSMUSG00000024287	0.48084	0	1
ENSMUSG00000024290	1.912	9.8373430962343	2
ENSMUSG00000024293	1.17614800389484	11.7502077979707	3
ENSMUSG00000024294	1.792	11.4659598214285	2
ENSMUSG00000040957	0.64143	0	2
ENSMUSG00000054321	2.3797845705968	11.7886230777763	3
ENSMUSG00000033382	0.85108	0	1
ENSMUSG00000024313	0.43571	0	2
ENSMUSG00000051469	0.00072	0	1
ENSMUSG00000047989	0.46016	0	1
ENSMUSG00000000420	1.68	18.8946428571429	2
ENSMUSG00000024270	0.72	8.86666666666667	2
ENSMUSG00000024271	0.5296	0	1
ENSMUSG00000033628	1.024	3.46289062500004	2
ENSMUSG00000024259	0.15402	0	1
ENSMUSG00000024383	1.85845524296675	8.69518451646997	3
ENSMUSG00000038299	0.43104	0	1
ENSMUSG00000042834	0.40568	0	2
ENSMUSG00000005871	1.68	11.3827380952381	2
ENSMUSG00000005873	0.71808	7.786876114082	4
ENSMUSG00000024370	0.44536	0	1
ENSMUSG00000044201	0.37064	0	1
ENSMUSG00000034300	0.376	1.87499999999999	2
ENSMUSG00000024354	0.368	9.66576086956522	2
ENSMUSG00000024352	0.17755	0	2
ENSMUSG00000024350	0.59229	0	2
ENSMUSG00000060275	3.52	14.096875	2
ENSMUSG00000043991	0.20224	0	2
ENSMUSG00000046727	0.962	0	2
ENSMUSG00000024486	0.00032	0	1
ENSMUSG00000024483	0.77656	0	1
ENSMUSG00000006850	0.268873333333333	0	3
ENSMUSG00000019143	0.24	0	1
ENSMUSG00000103472	0.499206666666667	0	3
ENSMUSG00000103585	0.20928	0	1
ENSMUSG00000102222	0.00016	0	1
ENSMUSG00000102428	0.00042	0	1
ENSMUSG00000024456	1.0255	0	1
ENSMUSG00000024454	2.232	18.285394265233	2
ENSMUSG00000038524	2.1456384	10.3503554000525	3
ENSMUSG00000051375	0.532179700499168	6.52513756878439	3
ENSMUSG00000060450	0.38264	0	1
ENSMUSG00000052102	4e-04	0	1
ENSMUSG00000024425	0.50504	0	1
ENSMUSG00000071855	0.89381	0	2
ENSMUSG00000024505	0.856	0	1
ENSMUSG00000037416	2.16	14.6615740740741	2
ENSMUSG00000062210	0.23792	0	1
ENSMUSG00000024507	1.68027118644068	10.1221217990101	3
ENSMUSG00000024538	0.33624	0	1
ENSMUSG00000001700	1.77690097087379	11.5691750154445	3
ENSMUSG00000024592	0.41534	0	1
ENSMUSG00000024594	0.0536	0	1
ENSMUSG00000024597	1.35846	0	1
ENSMUSG00000024601	1.376	10.9600290697675	2
ENSMUSG00000038059	1.856	10.8836206896552	2
ENSMUSG00000054008	0.01176	0	1
ENSMUSG00000024613	0.3748	0	1
ENSMUSG00000033871	1.28	0	2
ENSMUSG00000024588	0.8	8.16875000000001	2
ENSMUSG00000024589	2.73418181818182	10.2780179101831	3
ENSMUSG00000032688	1.288	15.2173913043478	2
ENSMUSG00000041891	0.392	0	1
ENSMUSG00000024527	1.016	13.0265748031496	2
ENSMUSG00000024533	0.63152	0	1
ENSMUSG00000073542	0.4134	0	1
ENSMUSG00000024539	1.584	12.2512626262626	2
ENSMUSG00000079614	0.357	0	1
ENSMUSG00000038121	0.9272	6.23166522864537	3
ENSMUSG00000053477	3.28	16.202743902439	2
ENSMUSG00000044906	0.40316	0	1
ENSMUSG00000024513	1.76	16.25	2
ENSMUSG00000036941	0.256	0	1
ENSMUSG00000024556	1.264	13.7729430379747	2
ENSMUSG00000024558	1.8	16.5788888888889	2
ENSMUSG00000036223	0.254	0	2
ENSMUSG00000024561	0.21316	0	1
ENSMUSG00000035765	2	15.8855	2
ENSMUSG00000090000	0.48736	0	1
ENSMUSG00000025421	0.483	0	1
ENSMUSG00000056214	1.25	0	2
ENSMUSG00000041258	2	21.659	2
ENSMUSG00000024831	0.416	6.73076923076919	2
ENSMUSG00000024829	0.293333333333333	4.65909090909091	2
ENSMUSG00000024900	0.444	0	1
ENSMUSG00000024913	1.104	0.758152173912912	2
ENSMUSG00000045098	0.904000000000001	4.88938053097353	2
ENSMUSG00000024843	0.0056	0	1
ENSMUSG00000036908	0.228	0	2
ENSMUSG00000037916	0.001	0	1
ENSMUSG00000054611	1.624	16.5738916256157	2
ENSMUSG00000041845	0.736	8.92527173913044	2
ENSMUSG00000024901	0.240546666666667	0	3
ENSMUSG00000024891	0.29585	0	2
ENSMUSG00000080268	0.25588	0	1
ENSMUSG00000024862	0.52	13.1557692307692	2
ENSMUSG00000039330	0.114666666666667	0	3
ENSMUSG00000024909	0.32112	0	1
ENSMUSG00000056185	0.418298342541437	6.32491546914623	3
ENSMUSG00000024940	0.32	10.625	2
ENSMUSG00000024941	0.264	0	1
ENSMUSG00000045664	0.328	3.96341463414629	3
ENSMUSG00000024833	0.001	0	1
ENSMUSG00000024942	0.60272	0	2
ENSMUSG00000054999	0.22438	0	1
ENSMUSG00000024952	0.261183098591549	4.1522864538395	3
ENSMUSG00000024960	0.08716	0	1
ENSMUSG00000024963	0.18808	0	1
ENSMUSG00000024764	0.0042	0	1
ENSMUSG00000053080	0.077	0	4
ENSMUSG00000024759	0.944000000000001	7.03283898305089	2
ENSMUSG00000003680	0.31264	0	1
ENSMUSG00000071662	0.79824	0	1
ENSMUSG00000024654	0.592	0	2
ENSMUSG00000024663	0.799999999999999	6.24999999999997	2
ENSMUSG00000024667	0.0874	0	1
ENSMUSG00000034445	0.50241	0	2
ENSMUSG00000048832	0.17572	0	1
ENSMUSG00000024736	0.26278	0	1
ENSMUSG00000034659	0.627692307692308	8.4313725490196	3
ENSMUSG00000046139	4e-04	0	1
ENSMUSG00000041491	0.64	4.08124999999997	2
ENSMUSG00000038843	0.63959493670886	6.34076155794806	3
ENSMUSG00000024712	0.26232	0	1
ENSMUSG00000024725	1.264	7.60443037974684	2
ENSMUSG00000024726	0.00168	0	1
ENSMUSG00000035171	1.464	1.10997267759561	2
ENSMUSG00000047368	0.82768	0	1
ENSMUSG00000024943	1.56	11.6051282051282	2
ENSMUSG00000074925	1.12	8.92857142857143	2
ENSMUSG00000024812	0.865	0	1
ENSMUSG00000024878	1.744	10.4271788990826	2
ENSMUSG00000024837	0.57349	0	2
ENSMUSG00000024782	1.552	9.17525773195876	2
ENSMUSG00000024785	0.73704	0	1
ENSMUSG00000038658	1.664	6.29867788461544	2
ENSMUSG00000046324	0.76	2.6131578947368	2
ENSMUSG00000046138	2.04	12.6529411764706	2
ENSMUSG00000074909	2.04	9.22892156862747	2
ENSMUSG00000024800	0.2514	0	1
ENSMUSG00000040565	0.66888	0	1
ENSMUSG00000054237	1.176	9.57738095238089	2
ENSMUSG00000044026	0.19368	0	1
ENSMUSG00000024999	0.36144	0	1
ENSMUSG00000025006	0.0932	0	1
ENSMUSG00000025008	0.768	8.55208333333332	2
ENSMUSG00000025016	0.248	0	1
ENSMUSG00000025019	2.232	15.7903225806452	2
ENSMUSG00000025154	0.776	7.88273195876288	2
ENSMUSG00000035049	0.41408	0	1
ENSMUSG00000025157	0.18632	0	1
ENSMUSG00000025159	0.67024	0	1
ENSMUSG00000025171	1.656	18.3345410628019	2
ENSMUSG00000049670	0.40676	0	1
ENSMUSG00000025178	0.36664	0	1
ENSMUSG00000018820	0.468	0	2
ENSMUSG00000025188	0.455466666666667	4.62700039032003	3
ENSMUSG00000025192	0.800000000000001	5.83875000000008	2
ENSMUSG00000040018	0.43196	0	1
ENSMUSG00000025195	0.58382	0	1
ENSMUSG00000091471	0.16	7.31250000000001	2
ENSMUSG00000025204	0.18878	0	1
ENSMUSG00000036450	0.26853	0	2
ENSMUSG00000036097	0.37128	0	1
ENSMUSG00000025212	0.28875	0	2
ENSMUSG00000025217	2.152	11.121282527881	2
ENSMUSG00000041035	0.624	6.11217948717949	2
ENSMUSG00000040913	2.11959410801964	10.7145489465708	3
ENSMUSG00000039901	1.74939917695473	14.8263146586874	3
ENSMUSG00000025224	2.768	17.1632947976879	2
ENSMUSG00000025231	1.464	5.93920765027322	2
ENSMUSG00000025036	0.631115124153499	9.99002804166189	3
ENSMUSG00000062376	0.2316	0	1
ENSMUSG00000003559	1.824	10.9879385964912	2
ENSMUSG00000064105	1.64	6.34146341463418	2
ENSMUSG00000025041	1.06208	0	1
ENSMUSG00000025049	0.50559	0	2
ENSMUSG00000053617	1.98028106178898	8.98559295305037	4
ENSMUSG00000025068	0.00124	0	1
ENSMUSG00000025026	1.322	0	2
ENSMUSG00000024975	0.701538461538462	8.46491228070175	3
ENSMUSG00000024976	0.8598	0	1
ENSMUSG00000024978	0.78821478774248	7.96415782114936	4
ENSMUSG00000024982	0.444	0	2
ENSMUSG00000024985	2.68	14.0332089552239	2
ENSMUSG00000025075	0.660719424460432	0.725174216027877	4
ENSMUSG00000025078	0.7896	0	1
ENSMUSG00000035173	0.89620618556701	11.2515184281968	3
ENSMUSG00000025086	0.879396618985696	5.93672366677707	3
ENSMUSG00000074746	1.07537	0	2
ENSMUSG00000057858	0.955719205298013	6.60494922169496	3
ENSMUSG00000033417	0.96	12.4770833333333	2
ENSMUSG00000072437	0.016	0	1
ENSMUSG00000024993	0.72064	0	1
ENSMUSG00000024997	0.4062	0	1
ENSMUSG00000059326	0.04	0	1
ENSMUSG00000026643	0.98767	0	2
ENSMUSG00000026648	0.52	8.90384615384617	3
ENSMUSG00000039449	0.648	4.76543209876545	2
ENSMUSG00000026672	0.576	0	1
ENSMUSG00000025815	0.47773	0	2
ENSMUSG00000043241	1.848	16.8116883116883	2
ENSMUSG00000045319	2.112	10.8901515151515	2
ENSMUSG00000039046	2.17819214984742	8.5101277527421	4
ENSMUSG00000025782	2.544	11.9516509433962	2
ENSMUSG00000058594	0.43124	0	1
ENSMUSG00000026767	1.656	4.66847826086959	2
ENSMUSG00000026726	0.80848	0	1
ENSMUSG00000026740	2.912	8.01282051282054	3
ENSMUSG00000036591	0.6684	0	2
ENSMUSG00000048550	0.44308	0	1
ENSMUSG00000026784	1.024	9.8837890625	2
ENSMUSG00000026781	1.04	4.80769230769231	2
ENSMUSG00000026779	0.720155339805825	6.3618645743457	3
ENSMUSG00000004113	3.376	12.3367890995261	2
ENSMUSG00000026972	0.272	12.3125	2
ENSMUSG00000036833	0.61536	0	1
ENSMUSG00000026969	0.0112	0	1
ENSMUSG00000006469	0.311606666666667	0	3
ENSMUSG00000026959	0.369555555555555	0.394993986770887	4
ENSMUSG00000026955	0.1376	0	1
ENSMUSG00000015085	0.380795	0	4
ENSMUSG00000015094	0.2195	0	2
ENSMUSG00000026944	0.482846153846154	8.94352397642186	3
ENSMUSG00000026942	0.84	17.9297619047619	2
ENSMUSG00000015092	0.14216	0	1
ENSMUSG00000015087	0.0024	0	1
ENSMUSG00000036352	0.544000000000001	2.67279411764714	2
ENSMUSG00000036327	0.808	15.9356435643564	2
ENSMUSG00000026921	0.155895	0	4
ENSMUSG00000026922	0.0032	0	1
ENSMUSG00000036186	0.24232	0	2
ENSMUSG00000014867	0.0654	0	1
ENSMUSG00000014852	0.242	0	2
ENSMUSG00000009621	2.13621018766756	13.2044421329949	3
ENSMUSG00000015846	2.11657883369331	10.8851206560161	3
ENSMUSG00000035829	0.00402	0	1
ENSMUSG00000026816	0.4	7.49999999999999	2
ENSMUSG00000026812	0.60692	0	1
ENSMUSG00000026806	0.6318	0	1
ENSMUSG00000026799	2.7638660944206	9.1770344705929	3
ENSMUSG00000039844	2.464	21.1038961038961	2
ENSMUSG00000059316	0.27134	0	1
ENSMUSG00000039787	1.08148	0	1
ENSMUSG00000026790	0.2792	0	1
ENSMUSG00000039686	0.448	9.41071428571427	2
ENSMUSG00000039648	0.522146666666667	0	3
ENSMUSG00000098794	0.08716	0	1
ENSMUSG00000026860	0.391625	3.96568783913182	3
ENSMUSG00000026858	0.40104	0	2
ENSMUSG00000047363	0.433173333333333	0	3
ENSMUSG00000044320	0.168	2.61904761904763	3
ENSMUSG00000026851	0.344	0	1
ENSMUSG00000026854	0.808	16.1856435643564	2
ENSMUSG00000075415	1.528	17.9273560209424	2
ENSMUSG00000000194	0.2354	0	1
