P_R_gene	speed
ENSMUSG00000027651	TRUE	1.1526129922545
ENSMUSG00000044349	FALSE	0
ENSMUSG00000027652	TRUE	1.83481727623761
ENSMUSG00000044405	FALSE	0
ENSMUSG00000037761	TRUE	0.681081081081081
ENSMUSG00000037754	FALSE	0
ENSMUSG00000027654	TRUE	1.20274353186317
ENSMUSG00000027655	FALSE	0
ENSMUSG00000070544	FALSE	0
ENSMUSG00000016933	FALSE	0
ENSMUSG00000027412	TRUE	0.579479218121516
ENSMUSG00000057133	TRUE	1.99305294572787
ENSMUSG00000016921	FALSE	0
ENSMUSG00000035576	FALSE	0
ENSMUSG00000017858	FALSE	0
ENSMUSG00000017861	FALSE	0
ENSMUSG00000035399	FALSE	0
ENSMUSG00000017943	FALSE	0
ENSMUSG00000048486	TRUE	0.255555555555555
ENSMUSG00000017950	TRUE	2.79130434782609
ENSMUSG00000017679	TRUE	0.687607110883744
ENSMUSG00000017707	FALSE	0
ENSMUSG00000035268	TRUE	2.45581395348837
ENSMUSG00000017697	FALSE	0
ENSMUSG00000035226	TRUE	1.24567774009606
ENSMUSG00000018326	FALSE	0
ENSMUSG00000018322	TRUE	0.705218399690761
ENSMUSG00000018209	TRUE	1.5737191349036
ENSMUSG00000017009	FALSE	0
ENSMUSG00000045503	TRUE	0.144536247334755
ENSMUSG00000090996	TRUE	0.144536247334755
ENSMUSG00000017734	TRUE	0.0222222222222135
ENSMUSG00000017721	TRUE	0.356732433367947
ENSMUSG00000017723	TRUE	0.311111111111111
ENSMUSG00000076434	FALSE	0
ENSMUSG00000017299	TRUE	0.2681087458827
ENSMUSG00000001403	FALSE	0
ENSMUSG00000050373	TRUE	0.314854639585822
ENSMUSG00000017307	TRUE	0.50192819685357
ENSMUSG00000045822	TRUE	0.351306521245172
ENSMUSG00000017764	FALSE	0
ENSMUSG00000017760	FALSE	0
ENSMUSG00000017754	TRUE	0.44021687131239
ENSMUSG00000039849	TRUE	0.382144350271749
ENSMUSG00000039834	TRUE	0.577206628339533
ENSMUSG00000039804	TRUE	0.675499594992259
ENSMUSG00000017652	TRUE	0.044444444444411
ENSMUSG00000053166	FALSE	0
ENSMUSG00000017664	FALSE	0
ENSMUSG00000017670	TRUE	0.55340149900625
ENSMUSG00000017667	TRUE	0.375392557539256
ENSMUSG00000039671	FALSE	0
ENSMUSG00000027678	FALSE	0
ENSMUSG00000006800	FALSE	0
ENSMUSG00000039621	TRUE	2.17648881916968
ENSMUSG00000042854	TRUE	0.145157284768212
ENSMUSG00000074582	TRUE	1.66701085988962
ENSMUSG00000002718	TRUE	0.967627750643348
ENSMUSG00000039536	TRUE	1.29046108918345
ENSMUSG00000017999	FALSE	0
ENSMUSG00000039501	FALSE	0
ENSMUSG00000050556	FALSE	0
ENSMUSG00000017969	TRUE	0.885268706584973
ENSMUSG00000017929	TRUE	1.25071425203904
ENSMUSG00000039463	FALSE	0
ENSMUSG00000047030	TRUE	0.545945945945946
ENSMUSG00000006418	TRUE	0.584306663236429
ENSMUSG00000042821	FALSE	0
ENSMUSG00000078923	FALSE	0
ENSMUSG00000089739	TRUE	0.626394344069128
ENSMUSG00000090213	TRUE	0.187716232745064
ENSMUSG00000027540	TRUE	1.04157485861887
ENSMUSG00000044641	TRUE	0.92972972972973
ENSMUSG00000051149	FALSE	0
ENSMUSG00000093752	FALSE	0
ENSMUSG00000078919	FALSE	0
ENSMUSG00000074575	TRUE	0.0533333333333378
ENSMUSG00000027544	TRUE	2.58734753187247
ENSMUSG00000027546	TRUE	4.70330381823826
ENSMUSG00000027547	FALSE	0
ENSMUSG00000027551	FALSE	0
ENSMUSG00000047907	FALSE	0
ENSMUSG00000052056	TRUE	0.71024466582694
ENSMUSG00000052033	TRUE	0.328592680749778
ENSMUSG00000027495	TRUE	0.338340697103584
ENSMUSG00000027496	FALSE	0
ENSMUSG00000027498	FALSE	0
ENSMUSG00000074570	FALSE	0
ENSMUSG00000027502	FALSE	0
ENSMUSG00000028640	FALSE	0
ENSMUSG00000008999	TRUE	1.89206233082157
ENSMUSG00000027509	TRUE	0.268327787665403
ENSMUSG00000027510	FALSE	0
ENSMUSG00000038400	FALSE	0
ENSMUSG00000027517	FALSE	0
ENSMUSG00000027519	FALSE	0
ENSMUSG00000054455	TRUE	1.00835098620722
ENSMUSG00000027522	TRUE	2.61694756554307
ENSMUSG00000039263	TRUE	2.61492862591261
ENSMUSG00000027523	TRUE	1.33270225480842
ENSMUSG00000016253	TRUE	0.316611039794608
ENSMUSG00000016256	TRUE	0.515252113999374
ENSMUSG00000016257	TRUE	0.161530275023806
ENSMUSG00000078905	FALSE	0
ENSMUSG00000078902	FALSE	0
ENSMUSG00000078872	FALSE	0
ENSMUSG00000078870	TRUE	0.0319999999999707
ENSMUSG00000078868	FALSE	0
ENSMUSG00000078866	FALSE	0
ENSMUSG00000094786	TRUE	0.619607843137255
ENSMUSG00000095362	TRUE	0.455555555555556
ENSMUSG00000074529	FALSE	0
ENSMUSG00000074519	FALSE	0
ENSMUSG00000078861	TRUE	0.120634920634945
ENSMUSG00000039117	TRUE	1.47237983986313
ENSMUSG00000039108	TRUE	0.437837837837838
ENSMUSG00000027566	FALSE	0
ENSMUSG00000039086	TRUE	0.745804581037982
ENSMUSG00000039069	TRUE	0.528173299990962
ENSMUSG00000039059	FALSE	0
ENSMUSG00000039050	TRUE	1.25946720332913
ENSMUSG00000039041	FALSE	0
ENSMUSG00000015647	FALSE	0
ENSMUSG00000038990	TRUE	0.398971779005931
ENSMUSG00000038980	FALSE	0
ENSMUSG00000038963	TRUE	0.355249351182808
ENSMUSG00000027569	TRUE	0.233333333333333
ENSMUSG00000049401	FALSE	0
ENSMUSG00000027570	FALSE	0
ENSMUSG00000038932	TRUE	0.5858544894152
ENSMUSG00000038914	FALSE	0
ENSMUSG00000027573	FALSE	0
ENSMUSG00000023393	FALSE	0
ENSMUSG00000038848	FALSE	0
ENSMUSG00000027575	FALSE	0
ENSMUSG00000016356	FALSE	0
ENSMUSG00000016346	FALSE	0
ENSMUSG00000038751	FALSE	0
ENSMUSG00000027580	TRUE	0.0492537313432837
ENSMUSG00000038705	TRUE	0.802756156692612
ENSMUSG00000027581	FALSE	0
ENSMUSG00000038685	TRUE	0.821226647319462
ENSMUSG00000038671	FALSE	0
ENSMUSG00000027582	TRUE	0.488978341193788
ENSMUSG00000090077	FALSE	0
ENSMUSG00000027583	TRUE	1.10814528042382
ENSMUSG00000000827	TRUE	0.569533327960023
ENSMUSG00000000826	FALSE	0
ENSMUSG00000089917	FALSE	0
ENSMUSG00000000823	FALSE	0
ENSMUSG00000002455	TRUE	2.43524163568773
ENSMUSG00000038605	TRUE	0.611111111111111
ENSMUSG00000059540	TRUE	0.546750524109015
ENSMUSG00000002458	FALSE	0
ENSMUSG00000027589	TRUE	0.466666666666667
ENSMUSG00000038628	FALSE	0
ENSMUSG00000068270	TRUE	4.91666666666667
ENSMUSG00000004317	TRUE	3.28250176789503
ENSMUSG00000046269	TRUE	0.322222222222222
ENSMUSG00000039556	FALSE	0
ENSMUSG00000031143	TRUE	0.520653696498055
ENSMUSG00000031144	TRUE	0.277777777777782
ENSMUSG00000031145	TRUE	0.766666666666666
ENSMUSG00000031147	FALSE	0
ENSMUSG00000031148	FALSE	0
ENSMUSG00000039382	FALSE	0
ENSMUSG00000031150	FALSE	0
ENSMUSG00000000134	FALSE	0
ENSMUSG00000031153	TRUE	0.796658268764558
ENSMUSG00000009731	TRUE	1.61793884484711
ENSMUSG00000031154	FALSE	0
ENSMUSG00000031155	FALSE	0
ENSMUSG00000031156	FALSE	0
ENSMUSG00000031157	FALSE	0
ENSMUSG00000031158	TRUE	4.64010249839846
ENSMUSG00000039278	FALSE	0
ENSMUSG00000031160	FALSE	0
ENSMUSG00000031161	TRUE	0.477170234065881
ENSMUSG00000039231	FALSE	0
ENSMUSG00000031166	FALSE	0
ENSMUSG00000031167	FALSE	0
ENSMUSG00000039201	TRUE	0.954428590360914
ENSMUSG00000031168	TRUE	1.00749570064639
ENSMUSG00000031169	TRUE	0.513741255929887
ENSMUSG00000031171	TRUE	0.636266737725668
ENSMUSG00000031176	TRUE	1.16666666666667
ENSMUSG00000008035	FALSE	0
ENSMUSG00000040363	TRUE	2.02457696328237
ENSMUSG00000031007	TRUE	1.06733943384931
ENSMUSG00000044148	FALSE	0
ENSMUSG00000064127	FALSE	0
ENSMUSG00000031010	FALSE	0
ENSMUSG00000000787	FALSE	0
ENSMUSG00000031012	TRUE	20.3971004730976
ENSMUSG00000025037	TRUE	3.00517655125129
ENSMUSG00000025040	TRUE	1.65925925925926
ENSMUSG00000037369	TRUE	2.19551821426125
ENSMUSG00000037341	TRUE	2.15625
ENSMUSG00000060090	TRUE	1.2726089785296
ENSMUSG00000037315	TRUE	1.90520554679931
ENSMUSG00000031060	FALSE	0
ENSMUSG00000001924	TRUE	231.994936708864
ENSMUSG00000031065	FALSE	0
ENSMUSG00000031066	FALSE	0
ENSMUSG00000001127	TRUE	1.02154084540333
ENSMUSG00000037217	TRUE	0.400000000004774
ENSMUSG00000001131	FALSE	0
ENSMUSG00000001128	FALSE	0
ENSMUSG00000009406	FALSE	0
ENSMUSG00000001134	TRUE	0.460964641566
ENSMUSG00000054737	FALSE	0
ENSMUSG00000036782	TRUE	7.61203372476647
ENSMUSG00000036769	TRUE	0.178018018018011
ENSMUSG00000031093	FALSE	0
ENSMUSG00000006373	FALSE	0
ENSMUSG00000059708	FALSE	0
ENSMUSG00000037636	FALSE	0
ENSMUSG00000006423	TRUE	0.674374526156179
ENSMUSG00000016308	FALSE	0
ENSMUSG00000044149	TRUE	0.810810810810811
ENSMUSG00000050379	FALSE	0
ENSMUSG00000036572	TRUE	0.820637020453852
ENSMUSG00000016409	TRUE	1.13931517685614
ENSMUSG00000016427	TRUE	0.444444444444445
ENSMUSG00000048047	TRUE	0.394666666666667
ENSMUSG00000016534	FALSE	0
ENSMUSG00000031095	TRUE	0.322079549013467
ENSMUSG00000000355	TRUE	0.472628726287263
ENSMUSG00000048970	FALSE	0
ENSMUSG00000001986	FALSE	0
ENSMUSG00000037475	TRUE	2.09370471533014
ENSMUSG00000025860	TRUE	1.12573655494934
ENSMUSG00000025862	TRUE	2.88362322231755
ENSMUSG00000045284	FALSE	0
ENSMUSG00000001173	TRUE	1.02865480803817
ENSMUSG00000036985	TRUE	1.2468040631022
ENSMUSG00000063785	FALSE	0
ENSMUSG00000036959	TRUE	0.0746666666663093
ENSMUSG00000031103	TRUE	1.14683613502802
ENSMUSG00000036932	TRUE	1.38465877700561
ENSMUSG00000036916	TRUE	2.62622835915049
ENSMUSG00000031105	FALSE	0
ENSMUSG00000031107	TRUE	0.127405552076811
ENSMUSG00000031109	FALSE	0
ENSMUSG00000050029	TRUE	0.0333333333333333
ENSMUSG00000036109	FALSE	0
ENSMUSG00000062184	FALSE	0
ENSMUSG00000031119	FALSE	0
ENSMUSG00000055653	TRUE	3.17471477520898
ENSMUSG00000073207	TRUE	0.647264523406655
ENSMUSG00000025626	TRUE	1.78411124285868
ENSMUSG00000025630	TRUE	0.875675675675676
ENSMUSG00000036022	TRUE	1.02583382439599
ENSMUSG00000023074	TRUE	0.92848
ENSMUSG00000073176	TRUE	0.842840778923253
ENSMUSG00000035967	FALSE	0
ENSMUSG00000061273	FALSE	0
ENSMUSG00000060681	TRUE	1.87514951730633
ENSMUSG00000023092	TRUE	3.76917934612305
ENSMUSG00000067878	TRUE	8.06666666666666
ENSMUSG00000067873	TRUE	0.2
ENSMUSG00000031134	TRUE	0.502702702702703
ENSMUSG00000067860	FALSE	0
ENSMUSG00000031139	TRUE	3.08255430335982
ENSMUSG00000062949	FALSE	0
ENSMUSG00000000838	TRUE	1.35142148582108
ENSMUSG00000062170	TRUE	1.48360587002096
ENSMUSG00000045237	TRUE	0.2
ENSMUSG00000073139	FALSE	0
ENSMUSG00000031337	FALSE	0
ENSMUSG00000015214	FALSE	0
ENSMUSG00000035776	FALSE	0
ENSMUSG00000015217	FALSE	0
ENSMUSG00000073131	TRUE	0.962962962962963
ENSMUSG00000033361	FALSE	0
ENSMUSG00000031340	FALSE	0
ENSMUSG00000031349	TRUE	0.975746428401541
ENSMUSG00000031351	TRUE	0.685736137667304
ENSMUSG00000031365	TRUE	0.627331127116994
ENSMUSG00000031371	TRUE	41.419883040936
ENSMUSG00000031383	TRUE	0.211111111111111
ENSMUSG00000019558	FALSE	0
ENSMUSG00000002015	FALSE	0
ENSMUSG00000031378	TRUE	0.82372361486769
ENSMUSG00000002010	FALSE	0
ENSMUSG00000002014	FALSE	0
ENSMUSG00000002006	TRUE	0.618678741812889
ENSMUSG00000031391	TRUE	0.035
ENSMUSG00000031389	FALSE	0
ENSMUSG00000031388	FALSE	0
ENSMUSG00000031387	FALSE	0
ENSMUSG00000031386	FALSE	0
ENSMUSG00000031392	TRUE	1.25581532561398
ENSMUSG00000031393	TRUE	1.17136113296617
ENSMUSG00000031328	TRUE	1.32906057945566
ENSMUSG00000001964	FALSE	0
ENSMUSG00000019088	FALSE	0
ENSMUSG00000009995	TRUE	0.577777777777778
ENSMUSG00000019087	FALSE	0
ENSMUSG00000015291	FALSE	0
ENSMUSG00000001962	FALSE	0
ENSMUSG00000031398	TRUE	0.625357524012807
ENSMUSG00000015290	TRUE	0.159781727011282
ENSMUSG00000032806	TRUE	0.411111111111111
ENSMUSG00000031399	FALSE	0
ENSMUSG00000004221	TRUE	0.611641414141413
ENSMUSG00000031400	TRUE	0.838460773590534
ENSMUSG00000031403	FALSE	0
ENSMUSG00000031402	TRUE	0.820147802411513
ENSMUSG00000031198	TRUE	0.681481481481482
ENSMUSG00000090110	TRUE	1.0347876672484
ENSMUSG00000031200	FALSE	0
ENSMUSG00000031201	TRUE	1.91013371823851
ENSMUSG00000031197	TRUE	1.1027027027027
ENSMUSG00000016382	TRUE	2.12503217217661
ENSMUSG00000025246	FALSE	0
ENSMUSG00000035725	TRUE	2.16767087787496
ENSMUSG00000046942	FALSE	0
ENSMUSG00000025666	FALSE	0
ENSMUSG00000035476	TRUE	2.51975463632463
ENSMUSG00000025056	FALSE	0
ENSMUSG00000006678	TRUE	1.81355925877545
ENSMUSG00000035246	FALSE	0
ENSMUSG00000035232	TRUE	3.4281359401088
ENSMUSG00000079509	TRUE	1.38760907504363
ENSMUSG00000035150	FALSE	0
ENSMUSG00000043929	TRUE	1.22214592274678
ENSMUSG00000079508	TRUE	2.04771015399745
ENSMUSG00000025151	FALSE	0
ENSMUSG00000071723	TRUE	0.455555555555556
ENSMUSG00000025656	FALSE	0
ENSMUSG00000050332	TRUE	0.643579224398173
ENSMUSG00000057421	TRUE	0.783256629410475
ENSMUSG00000031207	TRUE	1.18879561418537
ENSMUSG00000034457	FALSE	0
ENSMUSG00000047694	TRUE	0.00720720720720721
ENSMUSG00000031216	TRUE	1.18243940084891
ENSMUSG00000031217	TRUE	1.88148148148148
ENSMUSG00000034403	TRUE	0.295860566448802
ENSMUSG00000071719	FALSE	0
ENSMUSG00000031221	FALSE	0
ENSMUSG00000015668	TRUE	0.341965105601469
ENSMUSG00000034311	TRUE	1.77090692505032
ENSMUSG00000019359	FALSE	0
ENSMUSG00000000881	TRUE	1.58917765088852
ENSMUSG00000031297	FALSE	0
ENSMUSG00000046032	TRUE	1.46161033512895
ENSMUSG00000042903	TRUE	0.271650211565585
ENSMUSG00000079487	TRUE	0.429397156515801
ENSMUSG00000031302	FALSE	0
ENSMUSG00000031310	FALSE	0
ENSMUSG00000031311	FALSE	0
ENSMUSG00000031312	FALSE	0
ENSMUSG00000031314	TRUE	1.65552930625734
ENSMUSG00000034160	FALSE	0
ENSMUSG00000079480	FALSE	0
ENSMUSG00000051220	TRUE	0.632432432432433
ENSMUSG00000031320	FALSE	0
ENSMUSG00000067567	TRUE	3.93700534215212
ENSMUSG00000031327	TRUE	0.944311498681809
ENSMUSG00000098078	TRUE	0.010351201478664
ENSMUSG00000033965	FALSE	0
ENSMUSG00000056537	FALSE	0
ENSMUSG00000046449	FALSE	0
ENSMUSG00000031333	TRUE	1.83473194029851
ENSMUSG00000033906	TRUE	3.54372349345615
ENSMUSG00000031226	FALSE	0
ENSMUSG00000031227	FALSE	0
ENSMUSG00000031229	FALSE	0
ENSMUSG00000031232	FALSE	0
ENSMUSG00000031231	FALSE	0
ENSMUSG00000033792	TRUE	3.03032919000137
ENSMUSG00000062070	TRUE	0.583881933504685
ENSMUSG00000031242	FALSE	0
ENSMUSG00000063663	TRUE	2.22139909668847
ENSMUSG00000031246	FALSE	0
ENSMUSG00000034551	TRUE	0.00533333333311587
ENSMUSG00000025525	FALSE	0
ENSMUSG00000025531	TRUE	2.92386382223053
ENSMUSG00000034480	TRUE	2.62512965030198
ENSMUSG00000031256	FALSE	0
ENSMUSG00000067369	FALSE	0
ENSMUSG00000031262	TRUE	0.530232558139535
ENSMUSG00000048007	FALSE	0
ENSMUSG00000031266	TRUE	0.647431429004395
ENSMUSG00000045427	FALSE	0
ENSMUSG00000049804	TRUE	0.333145347346834
ENSMUSG00000033460	FALSE	0
ENSMUSG00000049047	FALSE	0
ENSMUSG00000033436	TRUE	0.0592592592592593
ENSMUSG00000052676	FALSE	0
ENSMUSG00000031410	TRUE	0.845029754204398
ENSMUSG00000072969	TRUE	0.011111111111111
ENSMUSG00000043384	TRUE	0.939791106606143
ENSMUSG00000072966	TRUE	0.190563165905631
ENSMUSG00000072964	TRUE	0.0444444444444445
ENSMUSG00000031422	FALSE	0
ENSMUSG00000044348	TRUE	0.992484884961563
ENSMUSG00000042595	FALSE	0
ENSMUSG00000051257	FALSE	0
ENSMUSG00000031438	TRUE	2.41739130434783
ENSMUSG00000031434	FALSE	0
ENSMUSG00000031433	TRUE	2.68177810160368
ENSMUSG00000031432	FALSE	0
ENSMUSG00000031431	FALSE	0
ENSMUSG00000042271	FALSE	0
ENSMUSG00000031278	TRUE	1.59248346361996
ENSMUSG00000047045	TRUE	1.31245117551272
ENSMUSG00000042225	TRUE	5.58046591659188
ENSMUSG00000041718	FALSE	0
ENSMUSG00000041688	TRUE	1.6329467594444
ENSMUSG00000041353	FALSE	0
ENSMUSG00000025269	FALSE	0
ENSMUSG00000025271	TRUE	2.19569102296451
ENSMUSG00000025272	TRUE	0.497297297297297
ENSMUSG00000025268	TRUE	0.791792489353465
ENSMUSG00000025266	FALSE	0
ENSMUSG00000025265	FALSE	0
ENSMUSG00000025264	TRUE	0.165686831637134
ENSMUSG00000041245	TRUE	0.136
ENSMUSG00000025262	FALSE	0
ENSMUSG00000041229	TRUE	1.618886756238
ENSMUSG00000025261	FALSE	0
ENSMUSG00000025257	FALSE	0
ENSMUSG00000041133	TRUE	1.08377934864933
ENSMUSG00000025332	FALSE	0
ENSMUSG00000041096	TRUE	0.143854704869266
ENSMUSG00000056679	TRUE	0.0666666666667536
ENSMUSG00000045180	TRUE	2.99073520949223
ENSMUSG00000041658	TRUE	0.585177679669972
ENSMUSG00000041649	TRUE	1.55788117394416
ENSMUSG00000025287	TRUE	1.54976331360947
ENSMUSG00000025289	TRUE	0.577777777777778
ENSMUSG00000071708	FALSE	0
ENSMUSG00000046873	FALSE	0
ENSMUSG00000031309	TRUE	2.43900989123474
ENSMUSG00000067194	FALSE	0
ENSMUSG00000044150	FALSE	0
ENSMUSG00000031303	FALSE	0
ENSMUSG00000031299	FALSE	0
ENSMUSG00000031295	FALSE	0
ENSMUSG00000031292	FALSE	0
ENSMUSG00000059493	TRUE	0.744668587895919
ENSMUSG00000031353	FALSE	0
ENSMUSG00000038344	FALSE	0
ENSMUSG00000031357	TRUE	1.1898179665532
ENSMUSG00000031360	TRUE	2.85244811962784
ENSMUSG00000031370	FALSE	0
ENSMUSG00000040749	FALSE	0
ENSMUSG00000031379	TRUE	3.26163214136469
ENSMUSG00000031380	TRUE	1.02917685411573
ENSMUSG00000031381	TRUE	0.597385812894698
ENSMUSG00000061778	TRUE	1.63865044873608
ENSMUSG00000047757	TRUE	0.707832630258808
ENSMUSG00000040621	TRUE	0.9401393728223
ENSMUSG00000040586	TRUE	3.52982671954867
ENSMUSG00000079317	TRUE	1.22222222222222
ENSMUSG00000079316	FALSE	0
ENSMUSG00000051224	TRUE	0.399999999999997
ENSMUSG00000025742	TRUE	1.56880583109552
ENSMUSG00000031358	TRUE	0.580666666666667
ENSMUSG00000031352	TRUE	0.322222222222222
ENSMUSG00000035299	FALSE	0
ENSMUSG00000093806	FALSE	0
ENSMUSG00000040374	TRUE	0.866666666666667
ENSMUSG00000043542	TRUE	1.35954029079588
ENSMUSG00000027500	TRUE	0.435818665973891
ENSMUSG00000040269	FALSE	0
ENSMUSG00000027506	FALSE	0
ENSMUSG00000069114	FALSE	0
ENSMUSG00000040209	TRUE	2.29514025861835
ENSMUSG00000027508	TRUE	13.7668653158522
ENSMUSG00000027533	TRUE	0.9
ENSMUSG00000027531	TRUE	0.626128518321827
ENSMUSG00000103392	TRUE	0.375271512113618
ENSMUSG00000039795	TRUE	0.391919191919192
ENSMUSG00000027536	TRUE	1.14296822056568
ENSMUSG00000027534	TRUE	0.266666666666667
ENSMUSG00000027550	TRUE	0.905502979320014
ENSMUSG00000027552	TRUE	0.644444444444444
ENSMUSG00000078784	FALSE	0
ENSMUSG00000027555	TRUE	1.44444444444444
ENSMUSG00000027562	TRUE	0.836230289695636
ENSMUSG00000047213	FALSE	0
ENSMUSG00000027599	TRUE	1.17297297297297
ENSMUSG00000027601	FALSE	0
ENSMUSG00000069094	TRUE	1.83692708752865
ENSMUSG00000027615	TRUE	0.93830970925451
ENSMUSG00000002428	TRUE	0.583396008099508
ENSMUSG00000019528	FALSE	0
ENSMUSG00000027630	FALSE	0
ENSMUSG00000027699	FALSE	0
ENSMUSG00000027698	TRUE	1.36791390423349
ENSMUSG00000039286	TRUE	1.83861632257896
ENSMUSG00000050192	TRUE	1.26666666666667
ENSMUSG00000037730	TRUE	0.740540540540541
ENSMUSG00000027702	TRUE	1.75555555555557
ENSMUSG00000027703	FALSE	0
ENSMUSG00000074653	TRUE	0.837484981978374
ENSMUSG00000027706	TRUE	0.673297263247883
ENSMUSG00000037661	TRUE	1.10538467267446
ENSMUSG00000037652	TRUE	1.41518722676297
ENSMUSG00000037643	FALSE	0
ENSMUSG00000027660	FALSE	0
ENSMUSG00000037610	FALSE	0
ENSMUSG00000027663	FALSE	0
ENSMUSG00000027665	TRUE	1.53420021597694
ENSMUSG00000027667	TRUE	0.564603058994902
ENSMUSG00000027668	TRUE	1.15195395334747
ENSMUSG00000027669	TRUE	2.43682150913862
ENSMUSG00000027671	FALSE	0
ENSMUSG00000037531	FALSE	0
ENSMUSG00000027673	FALSE	0
ENSMUSG00000056900	TRUE	2.48410276466156
ENSMUSG00000027677	TRUE	0.352160661350257
ENSMUSG00000104357	FALSE	0
ENSMUSG00000027680	FALSE	0
ENSMUSG00000027679	TRUE	0.236526181353767
ENSMUSG00000103988	TRUE	0.236526181353767
ENSMUSG00000037400	TRUE	1.4343976635054
ENSMUSG00000027708	TRUE	1.78501594918073
ENSMUSG00000103229	TRUE	1.78501594918073
ENSMUSG00000027709	TRUE	0.894056954494054
ENSMUSG00000027710	TRUE	0.577445858553313
ENSMUSG00000033883	FALSE	0
ENSMUSG00000027712	TRUE	1.05206319987728
ENSMUSG00000027713	FALSE	0
ENSMUSG00000027714	FALSE	0
ENSMUSG00000027715	FALSE	0
ENSMUSG00000037270	TRUE	1.79824266790096
ENSMUSG00000037225	TRUE	0.826221029519395
ENSMUSG00000051444	TRUE	0.744444444444444
ENSMUSG00000050174	FALSE	0
ENSMUSG00000027722	FALSE	0
ENSMUSG00000037211	FALSE	0
ENSMUSG00000044864	TRUE	1.23912924317764
ENSMUSG00000025762	TRUE	1.07574649007832
ENSMUSG00000049940	TRUE	0.875675675675675
ENSMUSG00000025764	FALSE	0
ENSMUSG00000059834	TRUE	2.21395348837209
ENSMUSG00000025766	FALSE	0
ENSMUSG00000090919	TRUE	0.0333333333333332
ENSMUSG00000023087	FALSE	0
ENSMUSG00000037174	TRUE	1.47132176481447
ENSMUSG00000037152	FALSE	0
ENSMUSG00000063273	FALSE	0
ENSMUSG00000027739	FALSE	0
ENSMUSG00000037111	TRUE	0.980135355045083
ENSMUSG00000061143	TRUE	12.3209779545191
ENSMUSG00000044167	TRUE	1.87792137370086
ENSMUSG00000027742	TRUE	1.08207116604063
ENSMUSG00000042997	FALSE	0
ENSMUSG00000049504	TRUE	0.302399553571429
ENSMUSG00000037016	TRUE	3.09766895916114
ENSMUSG00000027746	FALSE	0
ENSMUSG00000095832	TRUE	0.810810810810811
ENSMUSG00000027751	TRUE	0.810810810810811
ENSMUSG00000027752	FALSE	0
ENSMUSG00000036632	FALSE	0
ENSMUSG00000036615	TRUE	0.4
ENSMUSG00000036580	TRUE	0.329382593602777
ENSMUSG00000048655	FALSE	0
ENSMUSG00000027799	TRUE	5.16180907079083
ENSMUSG00000027800	FALSE	0
ENSMUSG00000027803	FALSE	0
ENSMUSG00000036513	TRUE	0.358608990670059
ENSMUSG00000036503	TRUE	1.96272963486347
ENSMUSG00000027805	FALSE	0
ENSMUSG00000027806	FALSE	0
ENSMUSG00000027808	FALSE	0
ENSMUSG00000027810	FALSE	0
ENSMUSG00000075700	FALSE	0
ENSMUSG00000036432	TRUE	1.51111111111111
ENSMUSG00000056476	FALSE	0
ENSMUSG00000036334	FALSE	0
ENSMUSG00000027763	FALSE	0
ENSMUSG00000036894	FALSE	0
ENSMUSG00000053706	FALSE	0
ENSMUSG00000027770	TRUE	0.905977904454422
ENSMUSG00000027820	TRUE	1.77841366877119
ENSMUSG00000036834	TRUE	6.77289449720307
ENSMUSG00000048581	FALSE	0
ENSMUSG00000027822	FALSE	0
ENSMUSG00000027823	FALSE	0
ENSMUSG00000027828	FALSE	0
ENSMUSG00000034640	FALSE	0
ENSMUSG00000074579	TRUE	0.133333333333333
ENSMUSG00000027829	FALSE	0
ENSMUSG00000034544	TRUE	2.88692291073727
ENSMUSG00000027774	TRUE	1.07027027027027
ENSMUSG00000027775	TRUE	0.506030878992252
ENSMUSG00000102422	TRUE	2.64433850946315
ENSMUSG00000027777	TRUE	2.64433850946334
ENSMUSG00000027778	TRUE	2.31806496724014
ENSMUSG00000034349	TRUE	0.354031079105528
ENSMUSG00000034317	FALSE	0
ENSMUSG00000027782	TRUE	1.37183656086379
ENSMUSG00000027784	FALSE	0
ENSMUSG00000043300	TRUE	0.41663082437276
ENSMUSG00000027787	FALSE	0
ENSMUSG00000027835	FALSE	0
ENSMUSG00000034109	TRUE	4.03858384566462
ENSMUSG00000062232	TRUE	2.39749560015069
ENSMUSG00000061175	TRUE	1.64698036678528
ENSMUSG00000027804	FALSE	0
ENSMUSG00000027809	TRUE	1.94327643006888
ENSMUSG00000027811	TRUE	0.262716049382716
ENSMUSG00000027956	FALSE	0
ENSMUSG00000027955	FALSE	0
ENSMUSG00000033900	TRUE	1.10654627539503
ENSMUSG00000027998	TRUE	0.712378336418463
ENSMUSG00000027996	TRUE	0.558761746821448
ENSMUSG00000033767	TRUE	1.97665867749131
ENSMUSG00000033752	FALSE	0
ENSMUSG00000027993	TRUE	1.91298789639052
ENSMUSG00000041842	TRUE	3.22967741935484
ENSMUSG00000074513	TRUE	1.89458023379384
ENSMUSG00000102805	FALSE	0
ENSMUSG00000056498	TRUE	0.566105360729183
ENSMUSG00000028086	TRUE	1.61241947711477
ENSMUSG00000028085	TRUE	1.36856841459802
ENSMUSG00000028082	TRUE	1.80951994474858
ENSMUSG00000049013	FALSE	0
ENSMUSG00000028081	FALSE	0
ENSMUSG00000028080	TRUE	3.32175182481752
ENSMUSG00000028078	TRUE	2.2907495305408
ENSMUSG00000041734	TRUE	1.75566675948828
