Chromatin_PolyA	Chromatin_Total	Cytoplasm_PolyA	Cytoplasm_Total	Nucleoplasm_PolyA	Nucleoplasm_Total
ENSMUSG00000029028	5.48976070204957	0.000000194942391988989	6.93009431545707	6.08048767965602	5.98889795885378	6.0777577468982
ENSMUSG00000029029	4.7145701099592	2.96389792348455	5.45019274000151	5.30931753852335	4.34238436866263	3.73789657353764
ENSMUSG00000029030	4.95976111867354	3.97935614580695	6.20633629519342	6.04639634425813	5.47851553325709	4.76517758693142
ENSMUSG00000029032	0.033201152378659	1.29270293623341	1.4583505927618	3.39264750332261	0	0
ENSMUSG00000029033	0.000000103579539476347	0	0.368347825188178	2.76829080762707	0	3.61590439348697
ENSMUSG00000029034	6.29307173131421	5.15848819127363	6.59975399867367	5.37690507721428	5.86956340374894	5.62728401944805
ENSMUSG00000029036	7.40804449610876	5.67515997536342	7.21174939180243	6.99926206411015	6.65400173502827	6.37834598768006
ENSMUSG00000029038	5.62922187941506	4.23054866384166	6.79607289560936	6.34759322568106	6.13440630761474	5.74531200777408
ENSMUSG00000029047	4.57380976909353	4.38284585943809	5.23085143755535	5.39751924209696	5.01022394506309	4.61480278937303
ENSMUSG00000029048	5.41450837338194	3.79871345311315	5.95038478654901	5.45273758620686	6.09420942993409	5.31462467432888
ENSMUSG00000029049	3.34741853877577	3.0724404775509	3.84252929384423	0	2.98261760264018	2.53527100265903
ENSMUSG00000029050	6.13680541878276	6.45610505514557	7.06741645691173	7.42144341137154	6.68340345753196	6.94991693908327
ENSMUSG00000029053	4.69470313130407	3.80913999966757	5.69650122529239	4.65414158567472	5.02763266888406	4.75766109228892
ENSMUSG00000029055	2.23418520382511	3.71069133383462	1.28623814789264	3.00385245009456	1.68645929400499	1.46526007174926
ENSMUSG00000029056	6.01448529614816	5.17490940978344	4.83581009154421	4.90632202871714	4.79822592959445	4.76165699385282
ENSMUSG00000029059	3.45878006834622	2.70285325720395	4.84995688710762	0	3.72309983920895	0
ENSMUSG00000029060	6.03339325389365	4.98758453756054	5.54033544681077	5.69482963248421	5.20265529371757	4.80341058485521
ENSMUSG00000029061	3.83066637771386	2.646044234895	2.38715770654789	0	3.27594186872531	0
ENSMUSG00000029062	6.01916938549618	3.84808476208881	7.07975553555827	6.35473473194601	6.31642595099746	5.74765736721997
ENSMUSG00000029063	5.64615431950599	4.55039632583414	6.83511011866696	7.21525159877221	6.06194336355975	5.88002072750006
ENSMUSG00000029064	6.16474907818814	5.43732285638916	7.75584990558637	6.6988854504028	6.69965503618006	0.204727793275058
ENSMUSG00000029066	4.50169918343238	3.20279691300428	6.00092771728174	5.63072577855041	5.43161118015461	4.95453518913055
ENSMUSG00000029068	4.01451830106223	4.09670253331923	5.67782408864917	5.08841470065927	4.86322682778963	3.09877310290622
ENSMUSG00000029070	3.63935888398896	2.71353456338571	3.15392832279687	0	3.15963345827969	0
ENSMUSG00000029071	5.70834448146514	3.37909804810248	5.05024642339638	0	5.01809395216704	4.86317643501118
ENSMUSG00000029072	1.49301799414654	4.24651262534779	0.532653273501131	2.36147983926615	0.681108595506833	0
ENSMUSG00000029073	3.66521851643306	3.90975298102208	4.78479875339876	4.97482146821598	4.16616942325302	3.92040272809103
ENSMUSG00000029074	2.38426960795125	2.84674895795915	0	0	0	0
ENSMUSG00000029076	5.96593753931614	1.98428783404543	6.55341389029551	6.13423483411054	6.6885533653248	6.29253281318119
ENSMUSG00000029082	3.17934963032127	3.34061497625124	2.86205527369592	0	3.47123287958941	3.67475860023391
ENSMUSG00000029084	5.94512550075802	5.52853357358642	5.84788390461157	5.68295188694478	6.72189087616117	6.39087641575624
ENSMUSG00000029086	0	2.12072346429448	0	0	0	0
ENSMUSG00000029088	1.18798851530419	2.04218348683939	0	0	0	0
ENSMUSG00000029089	3.17895727021751	0	4.16029198616006	0	3.90812624628915	3.74846607142194
ENSMUSG00000029090	6.1388171517424	5.80237288945665	6.49148269588561	6.67274330347662	6.87891962184921	6.84167569797058
ENSMUSG00000029092	3.80465988173276	5.02179447792945	1.89652234057572	3.16565660261193	2.65434060540679	3.44888669079108
ENSMUSG00000029093	4.42702162300006	3.70515401334617	4.56422402290803	3.25443189933078	4.40543995056493	4.35104388479531
ENSMUSG00000029094	5.79595863214217	5.44782709482078	5.66618365430786	6.18679382733354	5.73823915814883	5.89989714994749
ENSMUSG00000029095	3.4642141325838	3.11429827783458	3.52998997037886	4.30169498748483	2.90649677237385	3.3631919010057
ENSMUSG00000029096	0.8943048446256	2.07741498079792	0.87622282345705	0	0.631851293066268	1.46526007174926
ENSMUSG00000029097	5.98060106157729	6.35140310949323	6.34121543941102	6.23971668842925	5.77008842881325	5.72733077959873
ENSMUSG00000029098	6.45340174999314	5.54579644981979	6.0834992002661	6.08001423493571	6.06706792287862	5.96339867459007
ENSMUSG00000029101	4.78435471445972	2.71888800476722	2.0145785470699	2.86960714675856	3.68440609747134	0
ENSMUSG00000029103	6.91777744135452	5.40294802874034	6.61942998352351	6.40348589513628	7.63289684994294	7.23741596066843
ENSMUSG00000029104	7.25943327533788	7.24716074918148	6.86232988090069	7.21371457272623	6.83010583516355	7.14899892054559
ENSMUSG00000029106	5.49282015439057	0	6.77809830220631	6.58683980767301	5.97838789824887	5.16394588289252
ENSMUSG00000029108	0.596923200121959	2.6447839630752	0.511273016161485	0	0.351602817039379	1.958088827988
ENSMUSG00000029110	3.00741527583993	0	7.45197565889852	5.91145291072305	6.51300379785509	5.71876631126373
ENSMUSG00000029111	5.50092218546826	4.98958003547264	6.68065309693258	6.52184207436576	5.80432465442138	5.61476962958502
ENSMUSG00000029119	6.1821448274866	5.41453291252121	5.65292858581087	5.48287936437919	6.74312368801315	6.51725727032155
ENSMUSG00000029120	6.48820624647722	5.94023705810761	7.14707249048072	7.23037534273511	6.74634799672097	6.68056799943763
ENSMUSG00000029121	1.87521751309585	0	2.86699018568555	3.83748079693863	2.08833798524876	2.03566436678867
ENSMUSG00000029122	1.6030537394213	1.72708245227072	0.171552913437519	2.35911025015119	0.433261903187228	1.46526007174926
ENSMUSG00000029123	1.45513753283692	2.27580580561403	1.01246299517972	0	0.839227209820765	1.46526007174926
ENSMUSG00000029125	3.42001974777112	2.22243379675801	4.27673841923436	0	3.26592726135265	1.81786102971044
ENSMUSG00000029126	2.06621895350025	3.21480364286465	2.39984228989912	0	2.1587795707919	0
ENSMUSG00000029127	3.81868169295262	4.02834161229675	3.57022724000281	0	3.4864699669058	3.12782652505133
ENSMUSG00000029128	3.98991415897164	0	5.2167228892453	4.87142583570254	4.15281438355924	3.70746314698063
ENSMUSG00000029130	2.90874159989087	0	0	3.87456093930996	1.99067736255784	0
ENSMUSG00000029131	6.38160589229437	5.43161657655823	7.21747617521176	6.88231082623233	6.38854451779504	6.28726596833278
ENSMUSG00000029134	0.498704117520074	2.66588626331833	0	0	0.762686584782403	1.46526007174926
ENSMUSG00000029135	1.85117889267565	2.94497477055067	1.52954484030825	0	1.57733058525608	1.46744159964309
ENSMUSG00000029136	1.72617001216451	1.59724521490247	2.94745846129733	0	2.15402144424141	1.74399543113601
ENSMUSG00000029138	0	0	3.13627008251411	3.38194087887916	2.58110392034113	3.92142548144525
ENSMUSG00000029141	1.56808655842858	0	5.32863834335441	4.44599975066593	4.46852601537554	4.18327336756592
ENSMUSG00000029145	5.43997641320983	2.45539945211297	6.25968710539335	5.7046870573949	5.48249095341177	5.43348578332489
ENSMUSG00000029146	5.25388601159807	2.73026926386101	6.46527411775771	5.87247200920979	5.61660439827089	5.25328242406304
ENSMUSG00000029147	6.76848567412175	5.32422061054798	7.64635654215237	7.41749741787056	7.29072354427307	6.94140486982573
ENSMUSG00000029148	5.60986960093451	0	6.73554117618145	6.35218622759486	5.71524654953257	5.36231176717735
ENSMUSG00000029151	3.9829861986895	2.53794268626136	2.10970194147402	0	2.77678305502969	3.12745019039306
ENSMUSG00000029152	5.56981310813351	4.33584936569228	6.51612017899201	6.61325463181586	6.73654752540943	5.73012291002232
ENSMUSG00000029153	1.01186078243002	0	0.287069490518213	1.94098595122466	2.69630008080564	2.25725740063502
ENSMUSG00000029154	1.26113161247046	0	1.53182742643864	0	2.2536403138144	3.10260328484715
ENSMUSG00000029155	0	1.83063604420412	0	0	0	1.46526007174926
ENSMUSG00000029156	3.1544780406052	3.0154131000308	2.89048279057848	3.00385245009456	3.95010574317508	3.62741240962454
ENSMUSG00000029158	2.24016103397425	0	1.13227777114771	0	1.65783160667775	2.64055527714898
ENSMUSG00000029161	4.22931149892856	3.6740429761928	4.62854746489407	4.2205472590862	4.62987825135857	3.76303644039937
ENSMUSG00000029162	1.57013109780168	2.58185615765088	1.68672390569239	3.67188916776154	1.27060424267016	2.03566436678867
ENSMUSG00000029163	3.11378881697655	1.09206246527654	2.86361030024096	0	3.36213007144058	3.16727920482611
ENSMUSG00000029165	1.91749609799573	1.51023974302131	3.4524697948896	4.11159514268242	3.20789949927095	0
ENSMUSG00000029166	3.23927055369202	0	3.26194385260838	3.88993406579506	2.67745945149418	0
ENSMUSG00000029167	2.80081283803616	3.68532901512716	1.03048329064787	0	1.64117897240852	1.82108791750725
ENSMUSG00000029168	2.24049148369419	0	4.31185332669375	0	4.13658580927606	3.85824250977959
ENSMUSG00000029169	6.51975990591409	6.32743046991113	7.8875899932776	7.4788160165566	7.15537988512053	6.92651183605457
ENSMUSG00000029171	5.04741298073604	4.97765515259304	6.56161657599933	6.45107234968737	5.76277436137615	5.70571459775867
ENSMUSG00000029173	4.23960928126819	3.89827792284649	4.87728219288668	4.35224063825606	4.59301141571284	4.57791927742579
ENSMUSG00000029174	5.09146749752034	5.54984370948482	6.25630453696915	6.55172564286265	5.70664852607932	5.65402513208917
ENSMUSG00000029175	5.56055056787463	4.33524121629489	4.93363531920111	4.63098436439561	5.77880941547167	5.62536695427347
ENSMUSG00000029176	3.8362643668477	4.75869034526743	4.20083081204745	4.58795073603403	3.89857053636286	4.21547256122663
ENSMUSG00000029177	5.1674667659843	4.32042679740597	5.78194424214465	4.73936871291712	5.15217677418382	4.88953060116073
ENSMUSG00000029178	5.58948123188288	6.00224097822565	6.21091246701884	6.45761927284299	6.08142671200991	6.26103506648945
ENSMUSG00000029179	5.21704795760509	4.13914897772949	4.90474852249085	4.96888506471292	4.65424329772588	4.1876643662652
ENSMUSG00000029184	2.68479874089334	0.597967860665371	1.16350710656312	2.37693361134355	1.6712734455308	2.54421732213767
ENSMUSG00000029185	1.86221514485508	1.19602404424191	2.77486426384357	3.00385245009456	2.45030616777777	1.46526007174926
ENSMUSG00000029186	3.60737995104596	3.12139096985096	4.38881647276477	4.53740502196989	3.96436074078829	3.36899190309912
ENSMUSG00000029188	1.11584424758386	3.16321008008591	0.531160606157853	0	0.839430125488629	0
ENSMUSG00000029189	0.615078043824986	1.52126108735919	0	3.88993406579506	0	0
ENSMUSG00000029190	5.53610137470632	5.32192973203885	6.0733069013383	6.35838105668293	6.02398979129637	5.93415873489088
ENSMUSG00000029191	5.8059425984038	5.49711695399639	7.1273593133713	7.08415423108998	6.31412188605378	6.18211207997692
ENSMUSG00000029192	5.15757222780262	0	5.83106002857296	5.49568324769418	4.89518336258587	5.05159435210218
ENSMUSG00000029193	1.10529471986862	2.39775437136597	0.301513596489509	0	0.613461624817369	2.41989785977066
ENSMUSG00000029195	1.33429825647231	1.50227621224457	1.77602579357936	0	1.18973415194313	2.03566436678867
ENSMUSG00000029196	4.31868858264955	4.73337989167992	5.22010326534859	5.27027945797518	4.85888537867925	4.99858558748826
ENSMUSG00000029198	5.32530692337667	5.18314195269823	6.95615421537429	6.42538069127417	5.97983453868213	5.51068909158304
ENSMUSG00000029199	5.03881077850604	0.0000108162998942694	5.91736560724824	5.40550450066428	5.32335845616472	4.67331521674368
ENSMUSG00000029201	4.61759154680656	1.9994360701253	6.15423825257117	5.82825601452332	5.19327932347918	4.75596206652195
ENSMUSG00000029202	6.49769344184971	4.54384627238889	6.50536676199766	6.28103717612599	6.2376558271841	6.03582934488269
ENSMUSG00000029203	5.17475273120132	5.70664536409259	6.08815506791972	5.93538013010048	5.53465510571749	5.64750138243651
ENSMUSG00000029204	1.93940230504725	3.54238284679551	1.43392077870463	0	1.30762215613347	1.5433286656945
ENSMUSG00000029206	0.590911727915256	2.43130125640587	0.300439812034666	0	0.307419554404521	0
ENSMUSG00000029207	3.84310868968021	0	5.07958636639897	5.67010259217217	4.80245271516755	5.45374442962794
ENSMUSG00000029208	3.99651171605033	3.94389919535608	4.21321414725606	3.25846646628237	4.61120886070828	4.46312447934301
ENSMUSG00000029209	1.41052325859161	0	4.58738939998895	4.67507853381071	2.80144318276149	3.61545671061223
ENSMUSG00000029212	1.84693038405564	4.08741032948526	1.42483072459126	0	1.6885123384666	2.03653339538235
ENSMUSG00000029213	4.56586655735419	4.65791679227932	5.30504249577087	5.0521717375258	4.85188142771039	4.80999023258561
ENSMUSG00000029219	0.454832095800717	1.72668501742986	0	2.35911025015119	0	0
ENSMUSG00000029221	3.47048052611053	4.968539538827	3.80330871676071	4.55845350220864	4.01080769247969	3.71400911141866
ENSMUSG00000029223	3.64783956717981	2.21293243156726	5.38951857672487	4.23589264133106	4.25835181607217	3.81992600656749
ENSMUSG00000029227	5.21267985929084	4.26921284956561	6.51983063654543	6.12552477477775	5.76145422180493	5.804436412107
ENSMUSG00000029228	1.59739034912717	2.37367890357563	3.49487303104858	2.43238433745754	2.35347936762912	2.25056507062704
ENSMUSG00000029229	5.04360753340784	5.61090319010041	5.37214808931174	4.74517470887209	5.13664036693223	5.09507255684346
ENSMUSG00000029231	2.74465806616135	3.32435116480191	0.00000000902107100042116	0	2.85774061457519	0
ENSMUSG00000029233	3.44933434117844	0	4.48563592710595	3.86391257768441	4.95707604741164	4.41730856544535
ENSMUSG00000029234	5.83544896910144	4.95583466879436	6.04183325205056	5.42373189839441	6.59880303090736	6.3082962365764
ENSMUSG00000029235	2.81331367917092	0	4.06940089985357	4.46859176861883	3.17812637296041	2.03566436678867
ENSMUSG00000029238	6.12095132253466	5.80516391097535	4.76234309809812	4.72912850912417	5.33099321811295	5.12802925660548
ENSMUSG00000029245	3.53668493850406	4.93152005212093	1.71015986940129	0	2.39656387795884	0
ENSMUSG00000029246	5.04203285744115	0	7.36047525109281	7.12982564217572	6.36854333214393	5.8515913131836
ENSMUSG00000029247	5.83615169555693	5.49634381760426	7.64654405721735	7.31300450967265	6.74558566961005	6.46128804867737
ENSMUSG00000029249	6.40717700953379	6.23556147773099	7.72715458899759	8.33866569423079	7.29830177500473	7.74530293976987
ENSMUSG00000029250	6.49097699664988	6.01385372787273	7.62314151328435	7.50344718904589	7.24264594021009	7.1687100424506
ENSMUSG00000029253	5.24308502635401	5.30937768818778	6.09720523697978	5.58047784217822	5.87955027929735	5.90593433209767
ENSMUSG00000029254	3.45428059687037	4.59402107803382	2.20296243743796	3.2330896909084	2.42648869800951	2.680082376374
ENSMUSG00000029255	1.59084581463744	1.9820049385807	0.308663434722787	0	0.365515472551208	0
ENSMUSG00000029260	1.17569806995637	2.2813033870975	0.300439812034666	0	0.348448144129427	0
ENSMUSG00000029263	4.5024155528573	4.48484240264495	4.32142642721872	4.02537065048337	5.5510439599305	5.50164568209091
ENSMUSG00000029265	4.67925316932868	4.48071235094625	6.30249589219403	6.23209670599569	5.43500694963241	5.52405819952587
ENSMUSG00000029267	7.17469594645252	6.23248261595493	7.73683594849242	7.10830181578085	7.00748137874003	6.49847403462705
ENSMUSG00000029269	1.07281222679624	2.08133489930817	0	0	0.360085845048994	0
ENSMUSG00000029270	4.12985553494818	4.66707024160732	3.38621566061745	3.46433343121187	4.10234107687209	3.46085352406387
ENSMUSG00000029275	1.07599907337556	1.80253516893794	0.370912290686668	2.34316662394035	0.345689546757846	0
ENSMUSG00000029276	3.55203805126513	3.96230463085662	4.95381650443519	0	4.33104056465127	3.41768067763097
ENSMUSG00000029279	1.4895865598894	2.21453339706313	1.84818036089931	0	1.32365393841381	2.03566436678867
ENSMUSG00000029283	4.8264752075953	2.60190407767901	5.38371468384426	5.50041094971955	4.84785726733854	4.91669611327214
ENSMUSG00000029287	3.80387475100634	3.43280303200915	4.26119951277875	4.48778500590933	4.86743439552698	4.96554127416763
ENSMUSG00000029290	4.24837630807392	2.52100787822144	5.32660145387205	4.78709839683334	4.52911272908428	4.48261942919422
ENSMUSG00000029291	5.63814122437601	5.12562459050797	5.86675059385263	5.61839416321572	5.45444087223017	5.43786408671039
ENSMUSG00000029298	0	2.10185391800508	0	0	0	0
ENSMUSG00000029299	1.53396609865473	2.58185615765088	0	0	0	1.46526007174926
ENSMUSG00000029304	8.06072249074333	6.56589326598433	8.12532125098371	7.75199884767084	9.18256297830484	8.78175088373332
ENSMUSG00000029306	0.247125704051739	1.84692968361895	0	0	0.348361594611839	1.46526007174926
ENSMUSG00000029307	1.77563950868894	2.56673331051869	1.09016874035387	2.35911025015119	0.972937818359701	1.47652350673456
ENSMUSG00000029309	1.96792391102364	2.70588839002478	1.97339414297156	0	2.68274421846826	2.39662233342898
ENSMUSG00000029310	5.05158714751173	3.66797750503618	5.90036118554458	5.55672079234976	5.35987639401327	4.81399082037241
ENSMUSG00000029311	4.97308566132821	4.24055439349206	5.149287062686	4.80931140853903	5.80349730234778	5.52571418888339
ENSMUSG00000029312	5.04030182794774	4.95530336917008	5.9166482765239	6.11404427636061	5.10410001137971	4.99356664849882
ENSMUSG00000029313	6.31448246330464	1.60252628342882	6.88454049646428	7.61514642227735	7.3706480642943	4.74691796178034
ENSMUSG00000029314	3.8882964198261	2.55084988773566	4.11663016632739	3.96278717866513	4.79853430905739	4.78990138624697
ENSMUSG00000029319	5.42265754249251	3.99772561110368	5.19724256226768	4.43955841377048	5.0221510509604	4.44783004378235
ENSMUSG00000029326	6.08942645408512	5.23688806341027	6.85778667986658	6.80424199005781	5.9688563165069	5.79301291969714
ENSMUSG00000029328	8.09731222953814	6.62564337921393	6.14358718110809	5.74104584954051	7.17499358165035	6.8443072698349
ENSMUSG00000029330	4.89215315020743	4.60539499014777	4.38201889178338	4.17592559580308	4.54523870360544	4.57835018336882
ENSMUSG00000029334	2.30687999890658	2.11483829444802	2.85440311671457	2.38022822213297	2.40451430493213	2.07018560744954
ENSMUSG00000029335	2.69321898101129	4.31523962729883	0.812249237470848	0	1.4229177637685	2.1701190559995
ENSMUSG00000029337	0.461968929014996	2.39343353080986	0.534811125129911	0	0.9257347719615	1.47321041799826
ENSMUSG00000029344	5.82341816599812	4.37873342875329	6.02205284236114	5.78519659746321	6.1653460760192	5.78241788948455
ENSMUSG00000029345	6.08767487878424	4.76840503297879	6.45736038098614	6.36926391345573	5.84120856627177	5.57395163765966
ENSMUSG00000029346	4.21361563407217	3.11208602558409	4.56863200523054	0	4.11565048638305	2.507583680487
ENSMUSG00000029348	2.35369162628927	2.80550471429916	2.19859733005204	0	1.94101487212053	2.66128526512661
ENSMUSG00000029359	1.48339284134173	2.16308538828624	2.86897127528629	0	2.48548183814962	0
ENSMUSG00000029361	5.31161575622037	5.02235488251584	5.82323191060236	5.92842415819684	5.68317084874199	5.39323762826493
ENSMUSG00000029363	6.24900770692318	5.32373562077496	7.66642738706541	7.11270625223346	6.68498627652464	6.48420858855974
ENSMUSG00000029364	5.05033690517514	5.03886422118937	5.82505785513851	5.47347033359679	5.09063311978724	4.86155237574322
ENSMUSG00000029366	4.93377431523287	5.04037033661079	6.3926988155324	6.09074521569855	5.50755262285312	5.45689528763533
ENSMUSG00000029369	2.64708171202083	1.50227621224457	1.01242352287479	0	1.93840672926277	1.71810524424799
ENSMUSG00000029370	0.874912386636698	1.83063604420412	0.300439812034666	0	0.484591165192089	1.46526007174926
ENSMUSG00000029375	1.5561616053258	2.33025206889631	0.302055238432785	2.36358243884973	1.20469928341647	0
ENSMUSG00000029377	1.49683224567366	2.61658333933085	0.583826076474633	0	0.850613668682523	0
ENSMUSG00000029381	5.83093486144152	5.09436045416675	5.75749336696928	0	6.50901087776329	6.83440564903751
ENSMUSG00000029385	2.91607200159078	1.62949369125647	3.82413346665648	3.89571042869267	2.95231104209843	3.37429238372006
ENSMUSG00000029387	5.01819722654141	4.52993108080605	6.08190773269328	5.21779874780362	5.12136123298935	5.12117420778812
ENSMUSG00000029388	5.49017178710834	4.59067511191054	6.68654665286123	6.35123220469675	5.75974591219	5.6201426491391
ENSMUSG00000029389	5.79394982136538	3.98742927890683	5.42556223866542	5.16335952507342	4.81872189217353	5.01356381953892
ENSMUSG00000029390	5.18233945594547	4.11141393428233	6.70862978855066	6.14790728375328	6.45214226078375	6.5653303353169
ENSMUSG00000029392	3.25945847406215	3.52799348956512	4.29785586324166	4.35224063825606	3.41827764111836	2.90484303315954
ENSMUSG00000029394	6.12829702831964	4.99518936670659	7.08629946782108	6.71541973314211	6.42448476916225	5.83120936238458
ENSMUSG00000029397	4.38561081800888	4.17597238377797	5.86209485785868	5.75268590476305	5.26902828302106	5.02429478765559
ENSMUSG00000029401	3.26006641771012	2.75391752804752	4.73176444156279	4.66717602576776	3.75500677495419	3.5694198444889
ENSMUSG00000029402	2.88073010552961	3.27344696251892	4.84017769940672	4.90632202871714	3.84602107068671	3.22437569336281
ENSMUSG00000029403	3.13724871499542	0	3.45443884174769	0	2.13802326596906	3.31887864489333
ENSMUSG00000029404	5.50143487989771	3.46190566771999	6.25282279043579	5.80284598506903	5.37984394446254	4.74430311389307
ENSMUSG00000029405	6.6524933822228	5.41673771539324	7.98538406637685	7.85445733634668	7.37148107331428	7.20017420886523
ENSMUSG00000029406	5.50826319148791	0.0099057862303669	4.81802456823251	4.94234203157951	4.05351989250518	4.87629566757914
ENSMUSG00000029407	5.28875727787131	5.36218688619858	6.74415497425305	6.93550688367522	6.29747198172632	6.17917808082978
ENSMUSG00000029413	3.29801883944152	0	3.29114184705433	0	3.68648119306362	4.07826031168894
ENSMUSG00000029414	7.01833963809046	7.14740776651546	6.97024171769517	7.44686219667531	7.02319428375804	7.08840264355769
ENSMUSG00000029415	6.56328932358511	5.48829066693288	6.90700527431142	6.85133737740665	6.49662834842286	6.24631638918614
ENSMUSG00000029416	4.97460445890221	4.31669679939601	4.94391294704041	0	5.68329813985293	5.41463519453101
ENSMUSG00000029417	2.23188511735516	4.01424532199519	0.597624344877149	2.38345899264399	1.38697035187361	2.43706684550555
ENSMUSG00000029419	0.0000000803035159949436	2.44023226991285	0	0	0	0
ENSMUSG00000029420	3.55612732178616	4.61673246571287	1.8758113869162	0	2.66878160673126	3.39065993036765
ENSMUSG00000029422	3.32840490243406	3.48015197846672	5.94233747469645	5.87197544155395	5.2065197286488	0.190101442013256
ENSMUSG00000029423	3.13332921828834	3.64398023664387	2.951089258563	0	2.54894250154895	2.62602061161568
ENSMUSG00000029426	6.22435461891503	5.75671728146432	6.14931229399577	6.33475574239499	7.19850794179446	7.12899817038549
ENSMUSG00000029427	5.30827841903054	5.54078102249479	6.18835908036468	6.31782178828301	5.49186008190259	5.22665229965501
ENSMUSG00000029428	3.51026531431152	3.21420040304597	3.85978818808691	0	3.15576243308202	3.53615421581752
ENSMUSG00000029430	6.9706521497585	5.07356571600702	8.80654212110472	8.21300649302944	7.89325357231595	7.56622525299177
ENSMUSG00000029431	1.13196882388905	2.91363979466077	0.675903802994457	0	1.50869380000569	0
ENSMUSG00000029432	5.11505824227525	4.25492184929835	5.78548366628626	5.55589168677296	5.11752617038559	5.00745829184079
ENSMUSG00000029433	5.27090669136176	4.161354714299	6.27914792345626	5.71184422633579	5.5957756656807	5.21757834558952
ENSMUSG00000029434	5.49296752817213	5.1075228061434	6.02309747417408	5.58895039058487	5.56189704070448	5.34276670493008
ENSMUSG00000029436	5.03671629682085	5.13442140874267	4.59224352877476	4.55629362475732	5.45792845393775	5.17919563885165
ENSMUSG00000029438	5.2248049678575	5.35981728006298	4.87637677543072	5.77423762177346	4.61601487330642	4.38768965756671
ENSMUSG00000029439	6.5691620040257	3.33327945825835	6.43265599430928	6.501865728076	6.00046314349638	5.58135912831742
ENSMUSG00000029440	4.48450835216451	4.44040125021364	5.04652977041084	4.20429340100613	4.33209527738831	3.75991764604488
ENSMUSG00000029442	3.27176632343179	3.94392625378024	1.78686079255203	2.67910523745506	2.42122895920532	2.84055905369401
ENSMUSG00000029446	4.80438488494121	3.69398652889782	6.36562343311308	5.50954775041833	5.70089832380846	4.41067530136173
ENSMUSG00000029449	2.84844919793067	3.97421110379407	2.11596814040259	0	2.63241266125094	2.35656914218354
ENSMUSG00000029452	3.24775849518387	3.48810125928687	1.43442438758843	3.09036444550625	3.13481480111075	2.92324230987554
ENSMUSG00000029454	5.31563230804432	3.83070330752872	5.68560931041042	4.95205420420029	5.08582126952371	4.80471744039766
ENSMUSG00000029455	5.28620093530327	4.25898532678905	6.75597188552983	6.27852002276858	6.17182261497393	5.72337057278334
ENSMUSG00000029456	2.34430229644446	3.66818696548506	3.63724716043076	3.40455939180208	4.30978188924316	0.0000942534740652294
ENSMUSG00000029458	4.41803936594052	2.7581145911856	5.81108142805483	2.87630204994125	5.19649803617282	4.50248327484108
ENSMUSG00000029461	5.1852284354117	5.34198514053709	5.43327315858077	5.45523047707978	5.5585701593578	5.93289775538986
ENSMUSG00000029462	4.209830457151	1.33853700059579	6.1265723202581	5.45398480845623	5.21619833744655	5.11166560719208
ENSMUSG00000029463	4.55204461849364	3.54564210906819	5.70666677284231	5.63176975019676	4.95099839595729	4.37969756400737
ENSMUSG00000029464	4.65370706990588	0.00000360115709312989	6.51995459814428	5.00902759303658	5.38685929696042	4.91668880020696
ENSMUSG00000029465	5.83476210806001	3.71760725450626	7.15545388164905	6.74631615323527	6.56676072823438	6.04728242680271
ENSMUSG00000029466	5.71585319863121	0.0345935779079851	6.67818275131569	6.16972360440166	5.92498614196774	5.74996227651871
ENSMUSG00000029467	7.11009980240193	6.71263454721982	7.54826422394683	7.63091438194928	8.39169899290279	8.26441308457678
ENSMUSG00000029468	6.265269580584	5.45002728675488	5.74199984391978	5.8823305568331	6.69488875100207	6.63003221252722
ENSMUSG00000029469	3.81224877524201	3.76497082295812	4.13766233886709	3.50455895060075	3.80781960198213	3.67916301431087
ENSMUSG00000029470	5.21610236957557	0.0000000526236596056737	4.50910667936595	4.08514096517761	5.10569131936896	4.27576198781929
ENSMUSG00000029471	5.65702943947863	4.50442605654681	5.83631962993128	6.13100453045157	5.31115079063287	5.36757151819632
ENSMUSG00000029472	0.0000000740302236395674	0	7.60191264505915	7.31324087722712	6.6585932126027	6.23500462516901
ENSMUSG00000029474	5.3679487961499	5.63300901549752	6.28896263930068	6.25807616741793	5.45331123661932	5.18492943974975
ENSMUSG00000029475	6.44550109852943	5.45773099845289	7.04403491481191	6.96410496703008	6.54150026350793	6.45426679141111
ENSMUSG00000029478	6.18058899642085	6.59437703773446	6.12276099065683	7.22089292203648	6.24206558180442	7.07779367723307
ENSMUSG00000029480	6.65567304105832	6.02285323715647	6.83248751370954	6.91167532081371	6.24244161796102	6.2219522340968
ENSMUSG00000029482	5.65853300119548	5.01943318960102	6.42086409645394	5.99038584029515	5.77579053352109	5.53187743921046
ENSMUSG00000029484	1.03908175558298	2.17433908145812	0.363988426267393	0	0.661313145181367	1.5157178876297
ENSMUSG00000029486	4.52274232681181	4.3836654484669	5.58944814028246	0.426580463426797	4.83561407714522	4.4477677081934
ENSMUSG00000029490	2.68831801371797	1.83063604420412	1.83366716767493	0	2.18580490784618	1.46526007174926
ENSMUSG00000029499	4.50424291514507	3.99123993348283	5.6166856416805	0	4.83171933408966	4.49585870480645
ENSMUSG00000029500	4.96790442667784	1.60963865464126	6.24982972383973	6.06854387457859	5.42909779566229	5.27998144955771
ENSMUSG00000029501	6.11815806731384	5.47811028356523	5.4603443747088	4.92531194024305	6.27292275900776	4.8840350082102
